STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202401,3136973.5,0,1,570194.5,18.2
202401,3136973.5,0,2,128899.7,4.1
202401,3136973.5,0,4,317461.5,10.1
202401,3136973.5,1,1,337207.5,10.7
202401,3136973.5,1,2,99873.7,3.2
202401,3136973.5,1,4,176580.3,5.6
202401,3136973.5,2,1,166931.8,5.3
202401,3136973.5,2,2,45779.6,1.5
202401,3136973.5,2,4,73530.6,2.3
202401,3136973.5,3,1,463271.6,14.8
202401,3136973.5,3,2,127139.0,4.1
202401,3136973.5,3,4,246600.1,7.9
202401,3136973.5,4,1,5650.2,0.2
202401,3136973.5,4,2,860.1,0.0
202401,3136973.5,4,4,2972.0,0.1
202401,3136973.5,9,1,198630.3,6.3
202401,3136973.5,9,2,61710.3,2.0
202401,3136973.5,9,4,113680.7,3.6
