STD_YM,o_id,d_id,purpose,modal,travl_sec,POP,no
202401,26110510,마라329771,1,0,1660,15.5,5
202401,26110520,마라329771,1,0,2130,2.5,5
202401,26110560,마라329771,1,0,950,2.5,5
202401,26110570,마라329771,1,0,5800,2.9,5
202401,26110580,마라329771,1,0,3780,12.9,5
202401,26140510,마라329771,1,0,1080,2.5,5
202401,26140560,마라329771,1,0,5780,3.5,5
202401,26140570,마라329771,1,0,4460,14.3,5
202401,26140640,마라329771,1,0,1160,12.8,5
202401,26140680,마라329771,1,0,1610,62.4,5
202401,26170530,마라329771,1,0,3340,7.8,5
202401,26170660,마라329771,1,0,2890,3.1,5
202401,26170680,마라329771,1,0,7030,10.3,5
202401,26200530,마라329771,1,0,650,11.4,5
202401,26200650,마라329771,1,0,2160,26.8,5
202401,26200660,마라329771,1,0,4210,8.5,5
202401,26200670,마라329771,1,0,1610,3.8,5
202401,26230510,마라329771,1,0,4240,15.3,5
202401,26230520,마라329771,1,0,2390,5.7,5
202401,26230540,마라329771,1,0,2880,5.5,5
202401,26230560,마라329771,1,0,3710,3.5,5
202401,26230570,마라329771,1,0,4220,39.2,5
202401,26230600,마라329771,1,0,6210,2.9,5
202401,26230640,마라329771,1,0,1850,2.9,5
202401,26230710,마라329771,1,0,3980,8.5,5
202401,26230750,마라329771,1,0,1660,3.5,5
202401,26230770,마라329771,1,0,20310,9.9,5
202401,26230780,마라329771,1,0,2430,2.9,5
202401,26260600,마라329771,1,0,2820,2.6,5
202401,26260750,마라329771,1,0,2430,6.3,5
202401,26290510,마라329771,1,0,2090,5.9,5
202401,26290530,마라329771,1,0,5210,21.5,5
202401,26290540,마라329771,1,0,2540,19.9,5
202401,26290560,마라329771,1,0,5700,3.3,5
202401,26290570,마라329771,1,0,2940,2.8,5
202401,26290600,마라329771,1,0,2480,7.3,5
202401,26290610,마라329771,1,0,2560,11.9,5
202401,26290620,마라329771,1,0,1640,16.1,5
202401,26290630,마라329771,1,0,7460,5.4,5
202401,26290645,마라329771,1,0,3640,66.0,5
202401,26290690,마라329771,1,0,2240,10.7,5
202401,26290710,마라329771,1,0,3240,3.3,5
202401,26320510,마라329771,1,0,1480,7.1,5
202401,26320520,마라329771,1,0,1850,3.7,5
202401,26320543,마라329771,1,0,5200,2.9,5
202401,26320561,마라329771,1,0,3140,3.5,5
202401,26320572,마라329771,1,0,2050,2.5,5
202401,26350530,마라329771,1,0,4190,9.4,5
202401,26350560,마라329771,1,0,2020,3.1,5
202401,26350580,마라329771,1,0,140,3.1,5
202401,26380510,마라329771,1,0,7810,6.3,5
202401,26380520,마라329771,1,0,1170,17.4,5
202401,26380530,마라329771,1,0,920,3.5,5
202401,26380540,마라329771,1,0,1060,57.2,5
202401,26380550,마라329771,1,0,4140,35.8,5
202401,26380561,마라329771,1,0,810,12.9,5
202401,26380562,마라329771,1,0,1370,12.8,5
202401,26380601,마라329771,1,0,820,134.1,5
202401,26380602,마라329771,1,0,1220,16.1,5
202401,26380610,마라329771,1,0,1220,10.8,5
202401,26380620,마라329771,1,0,1530,21.7,5
202401,26410665,마라329771,1,0,8020,2.5,5
202401,26410690,마라329771,1,0,3320,3.5,5
202401,26440520,마라329771,1,0,3990,155.5,5
202401,26440530,마라329771,1,0,4320,9.9,5
202401,26440535,마라329771,1,0,5480,97.2,5
202401,26440545,마라329771,1,0,560,138.5,5
202401,26440550,마라329771,1,0,3530,2.6,5
202401,26440560,마라329771,1,0,4520,105.9,5
202401,26440580,마라329771,1,0,4870,34.7,5
202401,26470660,마라329771,1,0,3860,1.7,5
202401,26470730,마라329771,1,0,2700,2.5,5
202401,26530591,마라329771,1,0,1860,4.4,5
202401,26530600,마라329771,1,0,1410,3.1,5
202401,26530650,마라329771,1,0,3370,9.4,5
202401,26530680,마라329771,1,0,3270,5.8,5
202401,26710250,마라329771,1,0,4440,5.9,5
202401,26710253,마라329771,1,0,3010,6.3,5
202401,26710256,마라329771,1,0,5890,3.3,5
202401,29200620,마라329771,1,0,12740,2.9,5
202401,31140570,마라329771,1,0,7560,3.1,5
202401,31140640,마라329771,1,0,12880,7.4,5
202401,31140670,마라329771,1,0,8130,2.5,5
202401,31710250,마라329771,1,0,8990,5.0,5
202401,31710256,마라329771,1,0,6150,5.9,5
202401,31710380,마라329771,1,0,6060,6.4,5
202401,43750320,마라329771,1,0,19700,2.9,5
202401,46150665,마라329771,1,0,8730,2.7,5
202401,47150250,마라329771,1,0,12250,2.9,5
202401,47150320,마라329771,1,0,11230,2.9,5
202401,47170250,마라329771,1,0,9050,2.9,5
