STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202401,2665220.4,0,1,271875.6,10.2
202401,2665220.4,0,2,323541.4,12.1
202401,2665220.4,0,4,534859.7,20.1
202401,2665220.4,1,1,102985.8,3.9
202401,2665220.4,1,2,141495.1,5.3
202401,2665220.4,1,4,193437.2,7.3
202401,2665220.4,2,1,93409.0,3.5
202401,2665220.4,2,2,118242.8,4.4
202401,2665220.4,2,4,174008.5,6.5
202401,2665220.4,3,1,197534.8,7.4
202401,2665220.4,3,2,75525.5,2.8
202401,2665220.4,3,4,202107.4,7.6
202401,2665220.4,4,1,2863.0,0.1
202401,2665220.4,4,2,1051.3,0.0
202401,2665220.4,4,4,7051.3,0.3
202401,2665220.4,9,1,63709.3,2.4
202401,2665220.4,9,2,67300.4,2.5
202401,2665220.4,9,4,94222.3,3.5
