STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202401,동매누리 작은도서관,31,49692.9,23622.6
202401,동매누리행복센터,31,107953.5,48844.7
202401,동매산둘레길,31,100673.4,40418.7
202401,무지개작은도서관,31,39398.3,16844.0
202401,보림공원,31,39398.3,16844.0
202401,사하구청 제2청사,31,35656.2,11297.3
202401,수풀작은도서관,31,140602.4,57555.4
202401,신남초등학교,31,47625.7,16355.4
202401,신평골목시장,31,55468.9,27052.0
202401,장림 롯데마트,31,19949.0,5763.7
202401,장림1동행정복지센터,31,39398.3,16844.0
202401,장림2동 행정복지센터,31,35392.4,16477.7
202401,장림공원,31,93343.8,37576.4
202401,장림생태공원,31,64060.1,17184.9
202401,하하센터,31,72161.7,22549.4
202401,효림초등학교,31,8069.2,5578.4
