STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202507,2917643.4,0,1,515246.7,17.7
202507,2917643.4,0,2,240739.3,8.3
202507,2917643.4,0,4,440705.4,15.1
202507,2917643.4,1,1,247412.9,8.5
202507,2917643.4,1,2,148403.3,5.1
202507,2917643.4,1,4,218593.0,7.5
202507,2917643.4,2,1,159674.1,5.5
202507,2917643.4,2,2,98626.5,3.4
202507,2917643.4,2,4,119726.5,4.1
202507,2917643.4,3,1,226902.2,7.8
202507,2917643.4,3,2,88866.5,3.0
202507,2917643.4,3,4,140312.0,4.8
202507,2917643.4,4,1,2979.3,0.1
202507,2917643.4,4,2,533.4,0.0
202507,2917643.4,4,4,2559.9,0.1
202507,2917643.4,9,1,111875.0,3.8
202507,2917643.4,9,2,67081.8,2.3
202507,2917643.4,9,4,87405.6,3.0
