STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202507,3223100.2,0,1,573244.8,17.8
202507,3223100.2,0,2,106539.5,3.3
202507,3223100.2,0,4,325487.7,10.1
202507,3223100.2,1,1,378973.2,11.8
202507,3223100.2,1,2,98865.6,3.1
202507,3223100.2,1,4,222438.7,6.9
202507,3223100.2,2,1,163154.2,5.1
202507,3223100.2,2,2,40892.9,1.3
202507,3223100.2,2,4,79736.1,2.5
202507,3223100.2,3,1,431737.4,13.4
202507,3223100.2,3,2,136504.8,4.2
202507,3223100.2,3,4,244843.4,7.6
202507,3223100.2,4,1,4502.1,0.1
202507,3223100.2,4,2,605.2,0.0
202507,3223100.2,4,4,2717.6,0.1
202507,3223100.2,9,1,216810.4,6.7
202507,3223100.2,9,2,64536.5,2.0
202507,3223100.2,9,4,131510.1,4.1
