STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202507,감전동 행정복지센터,31,41049.6,10433.1
202507,감전시장,31,95465.9,30606.2
202507,감전천,31,159145.5,14566.9
202507,괘법동 행정복지세터,31,54106.8,19565.6
202507,르네시떼,31,213890.3,40842.5
202507,사상 보건소,31,58082.9,10933.9
202507,사상근린공원,31,32694.2,7877.8
202507,사상인디스테이션,31,387695.2,111299.2
202507,사상평생학습관,31,29838.2,9320.1
202507,삼락생태공원낙동제방인샘꽃길,31,2213.1,695.6
202507,삼성테스코홈플러스서부산점,31,213890.3,40842.5
202507,새벽시장,31,234706.5,46833.9
202507,애플 아울렛 서부시외버스터미널,31,1629921.7,470697.7
202507,이마트 사상점,31,213890.3,40842.5
202507,창날공원,31,49017.1,18944.3
