STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202507,개금3동 주민센터,31,95186.1,24988.6
202507,개금종합사회복지관,31,30363.4,14955.5
202507,개금테마공원,31,337618.3,134173.9
202507,개성고등학교,31,68143.4,38143.5
202507,당감4동 주민센터,31,5243.1,4845.0
202507,당감골목시장,31,62706.8,24164.5
202507,당감사회복지관,31,125159.1,48107.3
202507,당감행복마루센터,31,85836.0,35249.6
202507,백양가족공원,31,45662.3,19529.7
202507,부산진구 동네 청년아루,31,85740.3,35148.4
202507,부산진구 생활문화센터,31,249838.9,106601.2
202507,부산진구 어린이청소년 도서관,31,42869.2,17836.2
202507,부산진구여성가족문화센터,31,74103.6,21100.8
202507,새당감시장,31,125249.9,47728.2
202507,한국신발관,31,105203.5,18098.6
