STD_YM,fac_name,visit_cnt,total_visit_cnt,life_visit_cnt
202507,동매누리 작은도서관,1,3705.1,1308.3
202507,동매누리 작은도서관,2,1888.7,768.9
202507,동매누리 작은도서관,3,1456.8,631.8
202507,동매누리 작은도서관,4,1332.7,708.3
202507,동매누리 작은도서관,5,1164.4,607.4
202507,동매누리 작은도서관,6,1153.9,614.1
202507,동매누리 작은도서관,7,1045.9,461.2
202507,동매누리 작은도서관,8,1183.8,592.7
202507,동매누리 작은도서관,9,1030.0,386.8
202507,동매누리 작은도서관,10,1159.5,514.1
202507,동매누리행복센터,1,9815.1,3155.1
202507,동매누리행복센터,2,4317.2,1813.1
202507,동매누리행복센터,3,3343.1,1491.6
202507,동매누리행복센터,4,2933.0,1366.9
202507,동매누리행복센터,5,2588.4,1242.7
202507,동매누리행복센터,6,2614.0,1427.5
202507,동매누리행복센터,7,2048.9,971.7
202507,동매누리행복센터,8,2036.2,902.8
202507,동매누리행복센터,9,1914.1,853.5
202507,동매누리행복센터,10,2326.2,1136.7
202507,동매산둘레길,1,5629.8,1867.8
202507,동매산둘레길,2,2429.2,1045.7
202507,동매산둘레길,3,2456.8,1219.5
202507,동매산둘레길,4,2094.3,1125.7
202507,동매산둘레길,5,1379.7,721.6
202507,동매산둘레길,6,1881.3,1166.4
202507,동매산둘레길,7,1503.3,699.4
202507,동매산둘레길,8,2150.5,1139.1
202507,동매산둘레길,9,1699.0,897.4
202507,동매산둘레길,10,1342.1,789.7
202507,무지개작은도서관,1,19384.0,6075.4
202507,무지개작은도서관,2,6331.8,2733.7
202507,무지개작은도서관,3,3935.8,1699.3
202507,무지개작은도서관,4,2670.5,1267.7
202507,무지개작은도서관,5,2364.1,1330.9
202507,무지개작은도서관,6,2474.9,1504.8
202507,무지개작은도서관,7,1922.1,1028.3
202507,무지개작은도서관,8,1740.8,1088.9
202507,무지개작은도서관,9,2015.3,1024.7
202507,무지개작은도서관,10,2120.0,1213.1
202507,보림공원,1,19384.0,6075.4
202507,보림공원,2,6331.8,2733.7
202507,보림공원,3,3935.8,1699.3
