STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202507,동매누리 작은도서관,31,42156.8,17349.8
202507,동매누리행복센터,31,79156.6,31976.7
202507,동매산둘레길,31,75960.3,32964.9
202507,무지개작은도서관,31,83150.9,34828.3
202507,보림공원,31,83150.9,34828.3
202507,사하구청 제2청사,31,71515.2,21005.9
202507,수풀작은도서관,31,132266.5,50789.5
202507,신남초등학교,31,49188.9,17278.6
202507,신평골목시장,31,47519.6,20053.7
202507,장림 롯데마트,31,10450.1,3198.7
202507,장림1동행정복지센터,31,83150.9,34828.3
202507,장림2동 행정복지센터,31,32245.5,13132.1
202507,장림공원,31,86525.1,33100.9
202507,장림생태공원,31,83168.7,20006.2
202507,하하센터,31,126458.5,35637.7
202507,효림초등학교,31,10041.1,7711.0
