STD_YM,gid,purpose,weekday,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23
202506,마라378857,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.82,0.0,0.0
202506,마라380854,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.75,13.5,4.48,0.0,4.44,0.0,5.71,9.21,32.72,23.8,6.65,8.92,16.88,13.52,4.48,0.0
202506,마라380862,1,0,31.23,84.27,34.85,39.92,35.53,51.15,52.51,21.54,28.13,19.78,86.59,76.71,165.87,123.77,233.66,286.01,305.05,293.03,497.94,601.05,425.86,374.17,277.27,67.74
202506,마라381853,1,0,0.0,0.0,0.0,2.92,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,3.09,0.0,5.84,5.84,2.58,6.14,6.02,2.77,0.0,5.78,0.0
202506,마라381854,1,0,74.34,168.97,176.78,140.81,109.57,103.73,164.8,130.75,148.36,138.04,275.47,400.79,548.97,540.77,747.69,912.25,1404.54,1829.86,1959.58,2023.19,1513.26,1504.74,1137.8,309.45
202506,마라382852,1,0,82.11,212.87,203.87,131.95,110.63,176.25,165.5,113.19,157.93,226.5,365.34,493.47,608.63,654.81,800.16,987.02,1647.45,2231.75,2753.43,2203.12,2043.4,1796.02,1354.3,331.08
202506,마라382856,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,3.73,0.0,0.0,3.73,0.0,0.0
202506,마라382857,1,0,78.57,211.15,110.2,145.48,121.45,158.16,142.67,107.62,96.32,177.95,264.37,457.39,789.72,645.11,592.82,714.54,1038.83,1543.97,1888.01,1824.06,1368.74,1669.03,1185.13,306.7
202506,마라382862,1,0,0.0,0.0,0.0,0.0,0.0,0.0,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202506,마라383853,1,0,31.31,160.4,156.37,140.55,143.11,195.15,120.4,110.9,120.17,108.81,251.72,358.85,511.42,508.43,674.6,743.22,1113.21,1510.41,2081.57,1587.38,1435.07,1372.12,1084.06,230.48
202506,마라383854,1,0,33.42,139.31,59.58,60.55,54.2,97.36,45.95,63.39,37.81,109.8,136.05,168.89,177.59,188.49,246.61,419.6,559.77,729.27,890.82,703.45,663.97,615.04,541.22,114.29
202506,마라383855,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.73,0.0,0.0,0.0,3.73,10.73,0.0,4.5,0.0,0.0,0.0,0.0
202506,마라383856,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
202506,마라383857,1,0,53.76,106.21,129.01,70.29,59.11,93.83,60.1,63.98,75.87,78.75,87.98,289.69,343.12,317.78,333.44,464.53,614.34,741.47,1475.82,1289.56,1078.67,961.25,599.28,162.39
202506,마라384855,1,0,0.0,4.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,20.98,8.4,12.58,20.48,12.66,20.48,4.18,13.96,37.05,8.1,17.84,3.88
202506,마라384856,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,8.18,4.09,16.04,31.6,16.41,8.02,4.3,43.97,16.2,8.17
202506,마라385853,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,7.6,7.6,0.0,21.08,13.48,3.8,3.65,7.6,14.75,14.77,26.31,19.26,11.9,8.42,11.52,16.48
202506,마라385856,1,0,84.58,517.06,363.24,406.22,414.97,534.86,445.96,320.83,373.97,408.25,725.66,1105.34,1447.61,1668.46,1698.85,2194.28,2748.67,3853.04,5217.12,4085.79,3788.64,3784.32,2303.2,633.8
202506,마라385857,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0
202506,마라385860,1,0,4.22,19.91,22.79,21.79,0.0,16.86,15.39,11.16,3.57,3.57,7.86,10.32,8.52,8.25,30.74,11.81,15.97,38.28,85.51,104.32,11.18,17.05,24.95,17.48
202506,마라386858,1,0,0.0,4.27,0.0,0.0,0.0,8.54,0.0,0.0,8.2,0.0,0.0,0.0,0.0,3.93,0.0,4.27,17.43,13.5,31.5,22.5,0.0,0.0,0.0,0.0
202506,마라386859,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64,30.91,38.5,59.12,14.32,8.08,22.83,8.06,16.76
202506,마라386860,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.15,6.99,20.06,38.0,21.92,8.78,7.42,3.33
202506,마라386869,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.55,5.78,0.0,0.0,3.93,0.0
202506,마라387853,1,0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,3.88,0.0,3.88,11.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
