STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202506,개금3동 주민센터,30,93833.8,23743.7
202506,개금종합사회복지관,30,30647.1,15852.2
202506,개금테마공원,30,332568.9,131707.2
202506,개성고등학교,30,66863.1,38200.2
202506,당감4동 주민센터,30,5215.1,4853.8
202506,당감골목시장,30,56955.9,22774.6
202506,당감사회복지관,30,118288.5,46122.3
202506,당감행복마루센터,30,80392.0,33499.6
202506,백양가족공원,30,45435.7,19402.2
202506,부산진구 동네 청년아루,30,80397.5,33458.6
202506,부산진구 생활문화센터,30,237338.5,102598.4
202506,부산진구 어린이청소년 도서관,30,42179.8,17458.0
202506,부산진구여성가족문화센터,30,73327.0,22202.8
202506,새당감시장,30,119049.0,46092.7
202506,한국신발관,30,100882.9,17614.0
