STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202506,3084083,0,1,547200.0,17.7
202506,3084083,0,2,94977.4,3.1
202506,3084083,0,4,318716.5,10.3
202506,3084083,1,1,354179.2,11.5
202506,3084083,1,2,89680.5,2.9
202506,3084083,1,4,213241.0,6.9
202506,3084083,2,1,152832.2,5.0
202506,3084083,2,2,36062.6,1.2
202506,3084083,2,4,76379.2,2.5
202506,3084083,3,1,426036.9,13.8
202506,3084083,3,2,133208.3,4.3
202506,3084083,3,4,243931.0,7.9
202506,3084083,4,1,5314.4,0.2
202506,3084083,4,2,489.4,0.0
202506,3084083,4,4,2913.7,0.1
202506,3084083,9,1,204208.8,6.6
202506,3084083,9,2,59367.4,1.9
202506,3084083,9,4,125344.5,4.1
