STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202506,2554651.3,0,1,243661.9,9.5
202506,2554651.3,0,2,239202.2,9.4
202506,2554651.3,0,4,528386.5,20.7
202506,2554651.3,1,1,109837.2,4.3
202506,2554651.3,1,2,116695.3,4.6
202506,2554651.3,1,4,220335.3,8.6
202506,2554651.3,2,1,112507.5,4.4
202506,2554651.3,2,2,116053.1,4.5
202506,2554651.3,2,4,230545.9,9.0
202506,2554651.3,3,1,174477.7,6.8
202506,2554651.3,3,2,60656.4,2.4
202506,2554651.3,3,4,197492.6,7.7
202506,2554651.3,4,1,2937.0,0.1
202506,2554651.3,4,2,786.8,0.0
202506,2554651.3,4,4,7123.7,0.3
202506,2554651.3,9,1,52869.9,2.1
202506,2554651.3,9,2,54596.4,2.1
202506,2554651.3,9,4,86485.9,3.4
