STD_YM,fac_name,modal,visit_cnt,life_visit_cnt
202405,동매누리 작은도서관,0,14345.9,2865.2
202405,동매누리 작은도서관,1,11275.3,3555.4
202405,동매누리 작은도서관,2,7804.4,1090.0
202405,동매누리 작은도서관,3,12432.0,10924.8
202405,동매누리 작은도서관,4,122.3,3.2
202405,동매누리 작은도서관,9,3683.2,1390.2
202405,동매누리행복센터,0,29214.9,6171.9
202405,동매누리행복센터,1,22623.4,7226.5
202405,동매누리행복센터,2,15215.7,2397.4
202405,동매누리행복센터,3,22934.7,19926.9
202405,동매누리행복센터,4,206.2,36.0
202405,동매누리행복센터,9,7777.4,3269.2
202405,동매산둘레길,0,33982.7,7827.9
202405,동매산둘레길,1,17286.1,6782.7
202405,동매산둘레길,2,11170.3,2235.4
202405,동매산둘레길,3,17206.6,12968.4
202405,동매산둘레길,4,179.9,19.4
202405,동매산둘레길,9,8281.3,3568.9
202405,무지개작은도서관,0,23176.0,5158.4
202405,무지개작은도서관,1,16049.9,6544.0
202405,무지개작은도서관,2,3571.4,868.0
202405,무지개작은도서관,3,7074.6,6459.8
202405,무지개작은도서관,4,148.8,23.1
202405,무지개작은도서관,9,3421.4,1700.3
202405,보림공원,0,23176.0,5158.4
202405,보림공원,1,16049.9,6544.0
202405,보림공원,2,3571.4,868.0
202405,보림공원,3,7074.6,6459.8
202405,보림공원,4,148.8,23.1
202405,보림공원,9,3421.4,1700.3
202405,사하구청 제2청사,0,19789.3,3902.4
202405,사하구청 제2청사,1,5608.3,1432.4
202405,사하구청 제2청사,2,10057.6,1572.0
202405,사하구청 제2청사,3,5159.7,3360.1
202405,사하구청 제2청사,4,115.1,11.2
202405,사하구청 제2청사,9,4020.9,1536.5
202405,수풀작은도서관,0,38774.7,7640.6
202405,수풀작은도서관,1,30305.0,10125.0
202405,수풀작은도서관,2,17568.0,4125.1
202405,수풀작은도서관,3,21109.9,18210.4
202405,수풀작은도서관,4,327.0,35.2
202405,수풀작은도서관,9,7576.1,3065.9
202405,신남초등학교,0,18901.7,4947.8
202405,신남초등학교,1,7262.9,2063.4
202405,신남초등학교,2,6356.4,1573.1
202405,신남초등학교,3,8428.1,6223.6
202405,신남초등학교,4,96.2,29.6
202405,신남초등학교,9,4614.7,2112.5
202405,신평골목시장,0,16110.0,3360.5
202405,신평골목시장,1,12104.8,3872.9
202405,신평골목시장,2,8531.0,1208.1
202405,신평골목시장,3,14404.9,12727.7
202405,신평골목시장,4,129.2,3.2
202405,신평골목시장,9,4295.4,1602.5
202405,장림 롯데마트,0,9592.2,1763.3
202405,장림 롯데마트,1,3330.2,975.0
202405,장림 롯데마트,2,2439.9,495.2
202405,장림 롯데마트,3,1526.5,1135.9
202405,장림 롯데마트,4,16.8,0.0
202405,장림 롯데마트,9,1561.2,732.9
202405,장림1동행정복지센터,0,23176.0,5158.4
202405,장림1동행정복지센터,1,16049.9,6544.0
202405,장림1동행정복지센터,2,3571.4,868.0
202405,장림1동행정복지센터,3,7074.6,6459.8
202405,장림1동행정복지센터,4,148.8,23.1
202405,장림1동행정복지센터,9,3421.4,1700.3
202405,장림2동 행정복지센터,0,11317.2,2637.5
202405,장림2동 행정복지센터,1,6138.0,2053.8
202405,장림2동 행정복지센터,2,3064.7,540.1
202405,장림2동 행정복지센터,3,5973.1,5346.2
202405,장림2동 행정복지센터,4,81.3,21.6
202405,장림2동 행정복지센터,9,2701.9,1418.9
202405,장림공원,0,42556.6,8319.9
202405,장림공원,1,28261.5,9458.5
202405,장림공원,2,7098.0,1252.8
202405,장림공원,3,14516.7,13040.6
202405,장림공원,4,279.0,39.1
202405,장림공원,9,7086.9,2829.0
202405,장림생태공원,0,44228.3,5992.5
202405,장림생태공원,1,14780.8,4872.3
202405,장림생태공원,2,5011.4,706.4
202405,장림생태공원,3,3799.5,3032.2
202405,장림생태공원,4,241.8,33.4
202405,장림생태공원,9,4982.4,1991.5
202405,하하센터,0,51808.0,9628.6
202405,하하센터,1,15283.6,3719.8
202405,하하센터,2,20858.6,3351.9
202405,하하센터,3,12861.3,8320.7
202405,하하센터,4,247.5,11.2
202405,하하센터,9,9952.0,3533.7
202405,효림초등학교,0,1557.7,1194.3
202405,효림초등학교,1,2724.3,2415.3
202405,효림초등학교,2,1586.9,1204.6
202405,효림초등학교,3,2028.8,1938.4
202405,효림초등학교,4,25.7,13.7
202405,효림초등학교,9,798.4,692.6
