STD_YM,ori_id,purpose,weekday,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23
202405,마라323767,1,0,13.01,13.3,12.18,22.65,39.35,48.56,65.79,165.5,20.82,29.32,10.78,33.82,34.95,26.61,16.13,39.93,20.88,25.78,29.62,11.36,16.93,16.7,19.09,0.0
202405,마라323772,1,0,0.0,15.36,12.06,20.26,20.97,14.88,8.21,26.84,19.99,25.81,30.22,48.23,52.86,65.45,41.85,73.93,54.05,113.44,77.19,77.49,44.88,28.27,31.15,17.87
202405,마라325764,1,0,0.0,0.0,0.0,0.0,0.0,0.0,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43,0.0,0.0,0.0,0.0,0.0,0.0
202405,마라326767,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,20.15,0.0,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202405,마라326768,1,0,0.0,0.0,0.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0
202405,마라327789,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23
202405,마라327791,1,0,0.0,0.0,0.0,0.0,0.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76,0.0,11.75,0.0,0.0,7.73,0.0,4.05
202405,마라328789,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,0.0,0.0,0.0,7.78,3.89,11.67,11.67,15.56,3.89,0.0,0.0,3.89,0.0
202405,마라328790,1,0,0.0,2.97,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,5.98,0.0,0.0,20.93,6.7,23.21,5.44,4.13,36.75,13.7,8.05
202405,마라329769,1,0,0.0,0.0,0.0,0.0,0.0,2.72,2.72,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202405,마라329771,1,0,11.35,68.91,44.75,21.02,18.41,151.2,74.25,120.45,175.48,201.94,109.74,203.13,147.07,139.66,215.12,250.76,319.29,359.6,288.26,236.16,253.83,218.71,137.22,43.75
202405,마라329788,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68,14.04,4.68,7.02,4.68,0.0,0.0,4.68,2.34,0.0,0.0
202405,마라329791,1,0,166.09,692.41,414.93,308.59,252.52,416.47,403.44,411.32,452.79,515.29,953.4,1492.37,1969.13,2028.14,2572.15,4094.63,5011.22,7622.77,8778.44,6288.53,5407.58,5407.64,3876.55,1081.18
202405,마라330783,1,0,133.93,417.09,487.0,387.84,251.82,380.27,471.29,481.37,427.99,433.51,717.64,1272.38,1632.9,1671.15,2054.26,3053.4,4349.78,6163.77,7352.88,5504.13,4751.38,4138.9,2910.32,798.01
