STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202405,동매누리 작은도서관,31,49663.1,19828.8
202405,동매누리행복센터,31,97972.3,39027.9
202405,동매산둘레길,31,88106.8,33402.7
202405,무지개작은도서관,31,53442.1,20753.5
202405,보림공원,31,53442.1,20753.5
202405,사하구청 제2청사,31,44751.0,11814.7
202405,수풀작은도서관,31,115660.6,43202.0
202405,신남초등학교,31,45660.0,16949.9
202405,신평골목시장,31,55575.2,22775.0
202405,장림 롯데마트,31,18466.9,5102.4
202405,장림1동행정복지센터,31,53442.1,20753.5
202405,장림2동 행정복지센터,31,29276.1,12018.1
202405,장림공원,31,99798.7,34939.8
202405,장림생태공원,31,73044.2,16628.3
202405,하하센터,31,111011.1,28565.9
202405,효림초등학교,31,8721.8,7458.8
