STD_YM,ori_id,purpose,weekday,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23
202405,마라337838,1,0,0.0,0.0,0.0,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88
202405,마라337842,1,0,0.0,7.53,3.43,0.0,2.82,12.53,12.53,54.4,44.59,31.14,15.2,28.21,6.35,48.74,51.01,86.44,91.58,61.85,22.92,5.9,29.59,20.33,11.89,2.82
202405,마라339835,1,0,0.0,0.0,0.0,0.0,3.72,0.0,3.72,0.0,0.0,0.0,0.0,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202405,마라339838,1,0,79.13,272.81,113.27,74.45,64.19,142.65,210.44,177.32,151.04,119.79,205.83,150.93,213.83,219.42,235.45,403.04,447.01,447.82,641.27,393.19,353.19,345.69,184.55,71.9
202405,마라340840,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,0.0,0.0,0.0,0.0,7.12,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202405,마라340842,1,0,0.0,0.0,3.76,0.0,0.0,13.64,0.0,7.52,0.0,0.0,0.0,3.76,0.0,3.76,0.0,0.0,0.0,0.0,3.76,0.0,0.0,0.0,0.0,0.0
202405,마라340846,1,0,72.19,160.98,255.13,78.04,38.53,134.16,125.01,132.99,115.9,105.47,43.97,60.24,66.68,93.85,56.01,132.44,166.48,105.58,184.85,122.54,155.65,76.78,60.61,10.98
202405,마라341844,1,0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,3.4,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202405,마라341850,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0
202405,마라342836,1,0,69.53,267.17,220.45,156.4,193.86,183.89,222.55,176.12,214.52,311.85,495.09,950.82,1107.86,989.38,1198.03,1786.87,2626.17,3383.41,3463.92,2700.06,2451.91,2042.8,1403.45,431.94
202405,마라342839,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,0.0
202405,마라342854,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,0.0,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202405,마라342856,1,0,6.22,68.13,56.51,46.16,31.66,34.48,36.38,45.74,34.75,96.61,153.49,238.89,245.09,196.53,187.93,341.51,608.36,634.19,734.79,626.3,455.82,508.14,340.04,105.75
202405,마라343844,1,0,0.0,19.49,42.12,16.58,0.0,2.62,6.44,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,3.42,13.68,3.5,65.65,69.68,23.46,0.0
202405,마라343849,1,0,29.73,18.59,16.08,23.71,56.23,78.93,67.35,143.08,57.14,152.23,24.91,39.52,74.64,79.7,72.76,102.87,79.36,77.73,32.57,117.55,197.62,134.05,47.06,14.64
202405,마라344867,1,0,16.75,44.18,34.47,42.47,23.72,31.67,15.75,37.8,23.08,43.46,46.08,66.97,67.99,78.67,118.36,119.58,178.23,274.03,294.05,272.99,297.05,245.37,217.43,55.02
202405,마라345851,1,0,15.72,88.76,82.67,51.86,85.0,40.75,41.05,155.35,95.68,42.81,114.09,182.89,153.85,148.13,139.74,243.85,392.6,579.12,562.31,622.51,308.71,305.31,228.22,109.14
202405,마라345862,1,0,0.0,0.0,0.0,0.0,0.0,3.65,0.0,0.0,0.0,0.0,0.0,0.0,2.98,8.94,9.61,5.96,9.61,0.0,0.0,0.0,0.0,0.0,0.0,2.98
202405,마라345864,1,0,4.08,20.23,8.51,8.02,0.0,6.67,13.47,4.01,11.37,4.01,71.18,23.98,18.25,18.92,28.05,4.2,19.52,48.54,53.06,10.83,0.0,20.99,53.58,7.5
202405,마라346852,1,0,17.61,105.9,112.46,109.27,111.68,74.78,89.76,31.52,46.63,61.02,133.86,164.74,162.63,180.68,212.13,368.48,497.59,572.05,703.12,398.61,404.74,376.66,353.72,120.97
202405,마라346853,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78,2.39,2.39,4.78,7.17,6.89,7.17,40.5,2.39,4.78,27.28,24.89,23.23,2.39,0.0
202405,마라346861,1,0,0.0,0.0,0.0,0.0,4.01,0.0,0.0,4.01,4.01,0.0,0.0,4.01,4.01,4.01,4.01,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.0
202405,마라346864,1,0,23.32,132.15,113.07,92.33,99.55,125.74,140.34,116.12,121.08,143.81,195.08,212.36,305.5,274.16,437.18,515.32,606.07,858.5,1051.94,977.75,964.63,790.81,673.47,174.68
202405,마라346866,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,15.12,0.0,15.2,3.78,3.82,11.38,15.12,22.57,3.82
202405,마라346868,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,11.16,14.71,17.75,15.73,19.98,30.75,8.12,16.25,2.49,10.7,3.7
202405,마라346870,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,0.0,0.0,2.49,5.88,2.43,0.0,0.0,0.0,3.04,2.92
202405,마라347854,1,0,29.98,82.2,50.51,31.72,47.93,50.05,39.1,35.38,38.9,41.98,51.13,156.85,186.76,130.35,176.98,223.44,416.8,653.71,677.59,617.22,429.75,430.17,270.25,80.72
202405,마라347859,1,0,35.67,64.87,75.96,64.24,99.43,150.07,117.88,230.78,209.83,137.26,126.97,195.98,155.0,250.82,231.67,317.35,349.48,390.62,431.27,538.82,404.1,333.21,328.53,91.05
202405,마라347861,1,0,7.63,7.0,0.0,1.51,3.5,8.28,0.0,6.78,10.13,7.66,8.15,11.92,3.39,22.55,4.25,23.6,32.8,31.05,19.89,27.08,30.03,72.1,60.16,7.34
202405,마라347862,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.67,0.0
202405,마라347863,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0,3.61,2.37
202405,마라347864,1,0,0.0,0.0,0.0,0.0,3.55,0.0,3.55,0.0,3.55,0.0,0.0,0.0,3.55,0.0,0.0,3.07,3.07,6.14,3.07,0.0,3.07,3.81,0.0,0.0
202405,마라347865,1,0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,3.66,0.0,4.31,4.31,4.31,37.49,38.14,17.2,4.31,16.55,49.57,12.85,7.32,3.66
