STD_YM,fac_name,15min_pop
202405,장림2동 행정복지센터,2296552.3
202405,장림생태공원,2269763.5
202405,동매누리행복센터,2611559.6
202405,동매산둘레길,2605193.0
202405,보림공원,2581066.0
202405,효림초등학교,779520.3
202405,장림1동행정복지센터,2581066.0
202405,신남초등학교,2381550.7
202405,사하구청 제2청사,2417751.9
202405,무지개작은도서관,2581066.0
202405,수풀작은도서관,2496285.9
202405,동매누리 작은도서관,2411533.1
202405,장림 롯데마트,2232070.1
202405,신평골목시장,2422331.4
202405,하하센터,2628549.4
202405,장림공원,2647892.3
