STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202405,감전동 행정복지센터,31,39179.2,9262.8
202405,감전시장,31,82756.5,24158.8
202405,감전천,31,167273.9,12521.7
202405,괘법동 행정복지세터,31,50306.1,16566.2
202405,르네시떼,31,201790.4,35815.4
202405,사상 보건소,31,48642.5,8667.6
202405,사상근린공원,31,32073.1,6647.3
202405,사상인디스테이션,31,337582.8,82003.3
202405,사상평생학습관,31,31479.2,10099.7
202405,삼락생태공원낙동제방인샘꽃길,30,826.3,253.4
202405,삼성테스코홈플러스서부산점,31,201790.4,35815.4
202405,새벽시장,31,183993.2,32831.1
202405,애플 아울렛 서부시외버스터미널,31,1181197.9,307059.3
202405,이마트 사상점,31,201790.4,35815.4
202405,창날공원,31,25583.7,9152.4
