STD_YM,gID,기능_여가,기능_의료,기능_교육,기능_상업,기능_주거,기능_합
202408,마라375859,0,0,0,0,0,0
202408,마라375860,0,0,0,0,0,0
202408,마라375873,0,0,0,0,0,0
202408,마라375874,0,0,0,0,0,0
202408,마라375875,0,0,0,0,0,0
202408,마라376858,0,0,0,0,0,0
202408,마라376859,0,0,0,0,0,0
202408,마라376860,0,0,0,0,0,0
202408,마라376861,0,0,0,0,0,0
202408,마라376862,0,0,0,0,0,0
202408,마라376863,0,0,0,0,0,0
202408,마라376864,0,0,0,0,0,0
202408,마라376870,0,0,0,0,0,0
202408,마라376871,0,0,0,0,0,0
202408,마라376872,0,0,0,0,0,0
202408,마라376873,0,0,0,0,0,0
202408,마라376874,0,0,0,0,0,0
202408,마라376875,0,0,0,0,0,0
202408,마라376876,0,0,0,0,0,0
202408,마라377857,0,0,0,0,0,0
202408,마라377858,0,0,0,0,0,0
202408,마라377859,0,0,0,0,0,0
202408,마라377860,0,0,0,0,0,0
202408,마라377861,0,0,0,0,0,0
202408,마라377862,0,0,0,0,0,0
202408,마라377863,0,0,0,0,0,0
202408,마라377864,0,0,0,0,0,0
202408,마라377865,0,0,0,0,0,0
202408,마라377866,0,0,0,0,0,0
202408,마라377867,0,0,0,0,0,0
202408,마라377868,0,0,0,0,0,0
202408,마라377869,0,0,0,0,0,0
202408,마라377870,0,0,0,0,0,0
202408,마라377871,0,0,0,0,0,0
202408,마라377872,0,0,0,0,0,0
202408,마라377873,0,0,0,0,0,0
202408,마라377874,0,0,0,0,0,0
202408,마라377875,0,0,0,0,0,0
202408,마라377876,0,0,0,0,0,0
202408,마라377877,0,0,0,0,0,0
202408,마라377878,0,0,0,0,0,0
202408,마라378856,0,0,0,0,0,0
202408,마라378857,0,0,0,0,0,0
202408,마라378858,0,0,0,0,0,0
202408,마라378859,0,0,0,0,0,0
202408,마라378860,0,0,0,0,0,0
202408,마라378861,0,0,0,0,0,0
202408,마라378862,0,0,0,0,0,0
202408,마라378863,0,0,0,0,0,0
202408,마라378864,0,0,0,0,0,0
202408,마라378865,0,0,0,0,0,0
202408,마라378866,0,0,0,0,0,0
202408,마라378867,0,0,0,0,0,0
202408,마라378868,0,0,0,0,0,0
202408,마라378869,0,0,0,0,0,0
202408,마라378870,0,0,0,0,0,0
202408,마라378871,0,0,0,0,0,0
202408,마라378872,0,0,0,0,0,0
202408,마라378873,0,0,0,0,0,0
202408,마라378874,0,0,0,0,0,0
202408,마라378875,0,0,0,0,0,0
202408,마라378876,0,0,0,0,0,0
202408,마라378877,0,0,0,0,0,0
202408,마라378878,0,0,0,0,0,0
202408,마라379855,0,0,0,0,0,0
202408,마라379856,0,0,0,0,0,0
202408,마라379857,0,0,0,0,0,0
202408,마라379858,0,0,0,0,0,0
202408,마라379859,0,0,0,0,0,0
202408,마라379860,0,0,0,0,0,0
202408,마라379861,0,0,0,0,0,0
202408,마라379862,0,0,0,0,0,0
202408,마라379863,0,0,0,0,0,0
202408,마라379864,0,0,0,0,0,0
202408,마라379865,0,0,0,0,0,0
202408,마라379866,0,0,0,0,0,0
202408,마라379867,0,0,0,0,0,0
202408,마라379868,0,0,0,0,0,0
202408,마라379869,0,0,0,0,0,0
202408,마라379870,0,0,0,0,0,0
202408,마라379871,0,0,0,0,0,0
202408,마라379872,0,0,0,0,0,0
202408,마라379873,0,0,0,0,0,0
202408,마라379874,0,0,0,0,0,0
202408,마라379875,0,0,0,0,0,0
202408,마라379876,0,0,0,0,0,0
202408,마라379877,0,0,0,0,0,0
202408,마라379878,0,0,0,0,0,0
202408,마라379879,0,0,0,0,0,0
202408,마라380852,0,0,0,0,0,0
202408,마라380854,1,1,0,0,1,3
202408,마라380855,0,0,0,0,0,0
202408,마라380856,0,0,0,0,0,0
202408,마라380857,0,0,0,0,0,0
202408,마라380858,0,0,0,0,0,0
202408,마라380859,0,0,0,0,0,0
202408,마라380860,0,0,0,0,0,0
202408,마라380861,0,0,0,0,0,0
202408,마라380862,1,1,1,1,1,5
202408,마라380863,0,0,0,0,0,0
202408,마라380864,0,0,0,0,0,0
202408,마라380865,0,0,0,0,0,0
202408,마라380866,0,0,0,0,0,0
202408,마라380867,0,0,0,0,0,0
202408,마라380868,0,0,0,0,0,0
202408,마라380869,0,0,0,0,0,0
202408,마라380870,0,0,0,0,0,0
202408,마라380871,0,0,0,0,0,0
202408,마라380872,0,0,0,0,0,0
202408,마라380873,0,0,0,0,0,0
202408,마라380874,0,0,0,0,0,0
202408,마라380875,0,0,0,0,0,0
202408,마라380876,0,0,0,0,0,0
202408,마라380877,0,0,0,0,0,0
202408,마라380878,0,0,0,0,0,0
202408,마라380879,0,0,0,0,0,0
202408,마라380880,0,0,0,0,0,0
202408,마라380881,0,0,0,0,0,0
202408,마라381852,0,0,0,0,0,0
202408,마라381853,1,1,1,0,1,4
202408,마라381854,1,1,1,1,1,5
202408,마라381855,0,0,0,0,0,0
202408,마라381856,0,0,0,0,0,0
202408,마라381857,0,0,0,0,0,0
202408,마라381858,0,0,0,0,0,0
202408,마라381859,0,0,0,0,0,0
202408,마라381860,0,0,0,0,0,0
202408,마라381861,0,0,0,0,0,0
202408,마라381862,0,0,0,0,0,0
202408,마라381863,0,0,0,0,0,0
202408,마라381864,0,0,0,0,0,0
202408,마라381865,0,0,0,0,0,0
202408,마라381866,0,0,0,0,0,0
202408,마라381867,0,0,0,0,0,0
202408,마라381868,0,0,0,0,0,0
202408,마라381869,0,0,0,0,0,0
202408,마라381870,0,0,0,0,0,0
202408,마라381871,0,0,0,0,0,0
202408,마라381872,0,0,0,0,0,0
202408,마라381873,0,0,0,0,0,0
202408,마라381874,0,0,0,0,0,0
202408,마라381875,0,0,0,0,0,0
202408,마라381876,0,0,0,0,0,0
202408,마라381877,0,0,0,0,0,0
202408,마라381878,0,0,0,0,0,0
202408,마라381879,0,0,0,0,0,0
202408,마라381880,0,0,0,0,0,0
202408,마라381881,0,0,0,0,0,0
202408,마라381882,0,0,0,0,0,0
202408,마라382852,1,1,1,1,1,5
202408,마라382853,0,0,0,0,0,0
202408,마라382854,0,0,0,0,0,0
202408,마라382855,0,0,0,0,0,0
202408,마라382856,0,0,0,0,0,0
202408,마라382857,1,1,1,1,1,5
202408,마라382858,1,1,0,0,1,3
202408,마라382859,0,0,0,0,0,0
202408,마라382860,0,0,0,0,0,0
202408,마라382861,0,0,0,0,0,0
202408,마라382862,1,1,0,0,1,3
202408,마라382863,0,0,0,0,0,0
202408,마라382864,0,0,0,0,0,0
202408,마라382865,0,0,0,0,0,0
202408,마라382866,0,0,0,0,0,0
202408,마라382867,0,0,0,0,0,0
202408,마라382868,0,0,0,0,0,0
202408,마라382869,0,0,0,0,0,0
202408,마라382870,0,0,0,0,0,0
202408,마라382871,0,0,0,0,0,0
202408,마라382872,0,0,0,0,0,0
