STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202408,개금3동 주민센터,31,89662.7,20304.4
202408,개금종합사회복지관,31,24370.8,10449.9
202408,개금테마공원,31,300667.6,105724.9
202408,개성고등학교,31,54782.1,27473.4
202408,당감4동 주민센터,31,8117.6,5269.3
202408,당감골목시장,31,53999.7,18707.2
202408,당감사회복지관,31,118808.7,41202.1
202408,당감행복마루센터,31,72741.0,26501.4
202408,백양가족공원,31,55280.7,20175.0
202408,부산진구 동네 청년아루,31,72517.8,26448.7
202408,부산진구 생활문화센터,31,228888.1,88073.6
202408,부산진구 어린이청소년 도서관,31,40864.2,14263.6
202408,부산진구여성가족문화센터,31,75163.6,20776.3
202408,새당감시장,31,118285.5,40655.1
202408,한국신발관,31,128105.3,25943.2
