STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202408,2554410.7,0,1,256949.2,10.1
202408,2554410.7,0,2,262618.6,10.3
202408,2554410.7,0,4,583292.4,22.8
202408,2554410.7,1,1,102935.1,4.0
202408,2554410.7,1,2,119331.1,4.7
202408,2554410.7,1,4,220624.4,8.6
202408,2554410.7,2,1,103660.1,4.1
202408,2554410.7,2,2,104385.8,4.1
202408,2554410.7,2,4,221779.5,8.7
202408,2554410.7,3,1,156111.9,6.1
202408,2554410.7,3,2,51793.8,2.0
202408,2554410.7,3,4,179365.4,7.0
202408,2554410.7,4,1,2832.5,0.1
202408,2554410.7,4,2,917.7,0.0
202408,2554410.7,4,4,8231.9,0.3
202408,2554410.7,9,1,48690.1,1.9
202408,2554410.7,9,2,46706.1,1.8
202408,2554410.7,9,4,84185.1,3.3
