STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202408,동매누리 작은도서관,31,45241.6,17251.1
202408,동매누리행복센터,31,83402.6,32796.4
202408,동매산둘레길,31,38132.7,16551.4
202408,무지개작은도서관,31,50501.6,18205.4
202408,보림공원,31,50501.6,18205.4
202408,사하구청 제2청사,31,57819.9,15650.4
202408,수풀작은도서관,31,119963.1,44351.6
202408,신남초등학교,31,44393.6,14725.2
202408,신평골목시장,31,51202.9,19879.8
202408,장림 롯데마트,31,17226.0,4699.8
202408,장림1동행정복지센터,31,50501.6,18205.4
202408,장림2동 행정복지센터,31,28841.2,11678.5
202408,장림공원,31,95711.0,33459.4
202408,장림생태공원,31,74758.5,17041.6
202408,하하센터,31,127005.6,32561.1
202408,효림초등학교,31,7102.1,5952.8
