STD_YM,o_id,d_id,purpose,modal,travl_sec,POP,no
202408,26230640,마라341838,2,0,2290,16.9,17
202408,26530591,마라341838,2,0,1790,36.6,17
202408,26530670,마라341838,2,0,20,3.4,17
202408,26710250,마라341838,2,0,2590,3.4,17
202408,26230640,마라341838,2,1,3020,10.1,17
202408,26530591,마라341838,2,1,1880,29.3,17
202408,26530591,마라341838,2,2,890,3.7,17
202408,26530670,마라341838,2,3,1940,3.7,17
202408,26230640,마라341838,2,9,3270,23.7,17
202408,26530591,마라341838,2,9,2380,3.7,17
202408,26380540,마라341838,4,0,1740,7.0,17
202408,26440560,마라341838,4,0,170,2.9,17
202408,26530580,마라341838,4,0,580,3.4,17
202408,26530660,마라341838,4,0,560,12.3,17
202408,48121520,마라341838,4,0,4910,3.4,17
202408,마라350852,마라341838,4,0,1400,8.6,17
202408,26230510,마라341838,4,1,1530,3.4,17
202408,26530580,마라341838,4,1,790,3.9,17
202408,26530680,마라341838,4,1,1780,3.4,17
202408,마라347859,마라341838,4,1,4110,3.4,17
202408,마라350852,마라341838,4,1,2850,2.9,17
202408,마라350852,마라341838,4,9,2690,5.7,17
202408,11140550,마라342836,1,0,19590,3.8,17
202408,11170530,마라342836,1,0,12910,2.1,17
202408,11200790,마라342836,1,0,14230,2.8,17
202408,11500620,마라342836,1,0,5700,3.6,17
202408,11560540,마라342836,1,0,22750,2.7,17
202408,11650560,마라342836,1,0,18290,13.4,17
202408,11650581,마라342836,1,0,20610,4.0,17
202408,11650651,마라342836,1,0,17730,2.8,17
202408,11680655,마라342836,1,0,17070,2.1,17
202408,11680656,마라342836,1,0,18520,4.2,17
202408,11710520,마라342836,1,0,18680,2.9,17
202408,26110510,마라342836,1,0,3370,131.6,17
202408,26110520,마라342836,1,0,1960,4.1,17
202408,26110530,마라342836,1,0,2220,51.8,17
202408,26110545,마라342836,1,0,2440,11.9,17
202408,26110560,마라342836,1,0,1970,87.1,17
202408,26110570,마라342836,1,0,2320,20.6,17
202408,26110580,마라342836,1,0,2200,132.5,17
202408,26110590,마라342836,1,0,1120,6.9,17
202408,26110600,마라342836,1,0,1060,7.4,17
202408,26140510,마라342836,1,0,1350,15.5,17
202408,26140530,마라342836,1,0,1570,93.4,17
202408,26140540,마라342836,1,0,1110,61.3,17
202408,26140560,마라342836,1,0,900,4.2,17
202408,26140570,마라342836,1,0,2190,49.5,17
202408,26140590,마라342836,1,0,400,14.7,17
202408,26140630,마라342836,1,0,1600,7.6,17
202408,26140640,마라342836,1,0,2050,19.8,17
202408,26140650,마라342836,1,0,4540,7.3,17
202408,26140680,마라342836,1,0,2470,108.1,17
202408,26170510,마라342836,1,0,2190,12.5,17
202408,26170520,마라342836,1,0,1830,45.1,17
202408,26170530,마라342836,1,0,1770,60.2,17
202408,26170550,마라342836,1,0,3250,40.8,17
202408,26170560,마라342836,1,0,1980,45.4,17
202408,26170570,마라342836,1,0,2740,13.8,17
202408,26170600,마라342836,1,0,3170,8.8,17
202408,26170645,마라342836,1,0,2760,3.1,17
202408,26170650,마라342836,1,0,1770,24.1,17
202408,26170660,마라342836,1,0,2580,26.3,17
202408,26170680,마라342836,1,0,4140,18.0,17
202408,26200530,마라342836,1,0,2730,57.3,17
202408,26200540,마라342836,1,0,2060,4.3,17
202408,26200550,마라342836,1,0,1470,3.3,17
202408,26200590,마라342836,1,0,2330,57.0,17
202408,26200605,마라342836,1,0,1750,15.0,17
202408,26200630,마라342836,1,0,4570,5.6,17
202408,26200640,마라342836,1,0,2330,7.7,17
202408,26200650,마라342836,1,0,4290,35.0,17
202408,26200660,마라342836,1,0,2840,92.1,17
202408,26200670,마라342836,1,0,2850,19.2,17
202408,26230510,마라342836,1,0,2530,114.2,17
202408,26230520,마라342836,1,0,2970,174.4,17
202408,26230540,마라342836,1,0,2080,5.3,17
202408,26230550,마라342836,1,0,2210,54.9,17
202408,26230560,마라342836,1,0,2000,30.3,17
202408,26230570,마라342836,1,0,3400,20.5,17
202408,26230600,마라342836,1,0,2450,70.5,17
202408,26230610,마라342836,1,0,2500,45.9,17
202408,26230640,마라342836,1,0,1850,68.7,17
202408,26230710,마라342836,1,0,3540,38.7,17
202408,26230720,마라342836,1,0,1530,62.8,17
202408,26230740,마라342836,1,0,1780,91.2,17
202408,26230750,마라342836,1,0,2470,73.5,17
202408,26230770,마라342836,1,0,3240,74.4,17
202408,26260510,마라342836,1,0,2550,25.6,17
202408,26260520,마라342836,1,0,6810,10.8,17
202408,26260545,마라342836,1,0,3930,24.6,17
202408,26260550,마라342836,1,0,2820,142.0,17
202408,26260560,마라342836,1,0,1940,19.2,17
202408,26260570,마라342836,1,0,2870,24.1,17
202408,26260580,마라342836,1,0,5620,14.6,17
202408,26260590,마라342836,1,0,3100,63.3,17
202408,26260600,마라342836,1,0,4360,8.2,17
202408,26260740,마라342836,1,0,4170,3.6,17
202408,26260750,마라342836,1,0,3370,3.0,17
202408,26260761,마라342836,1,0,2580,8.0,17
202408,26260762,마라342836,1,0,4100,9.5,17
202408,26290510,마라342836,1,0,5280,20.9,17
202408,26290530,마라342836,1,0,3550,65.2,17
202408,26290540,마라342836,1,0,2080,6.3,17
202408,26290550,마라342836,1,0,1820,14.7,17
202408,26290560,마라342836,1,0,2630,14.8,17
202408,26290570,마라342836,1,0,5590,33.4,17
202408,26290580,마라342836,1,0,3880,12.5,17
202408,26290590,마라342836,1,0,3020,10.3,17
202408,26290600,마라342836,1,0,5620,2.8,17
202408,26290610,마라342836,1,0,3340,42.7,17
202408,26290620,마라342836,1,0,3500,49.6,17
202408,26290630,마라342836,1,0,2350,8.4,17
202408,26290645,마라342836,1,0,5580,16.1,17
202408,26290680,마라342836,1,0,3120,24.6,17
202408,26290690,마라342836,1,0,4070,16.1,17
202408,26290700,마라342836,1,0,4360,31.2,17
202408,26290710,마라342836,1,0,1710,10.1,17
202408,26320510,마라342836,1,0,2770,55.6,17
202408,26320520,마라342836,1,0,1240,14.2,17
202408,26320521,마라342836,1,0,4480,2.7,17
