STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202408,2867417.7,0,1,571383.5,19.9
202408,2867417.7,0,2,105772.3,3.7
202408,2867417.7,0,4,337773.7,11.8
202408,2867417.7,1,1,331686.5,11.6
202408,2867417.7,1,2,81480.3,2.8
202408,2867417.7,1,4,188712.6,6.6
202408,2867417.7,2,1,159466.5,5.6
202408,2867417.7,2,2,36817.7,1.3
202408,2867417.7,2,4,74890.4,2.6
202408,2867417.7,3,1,340337.8,11.9
202408,2867417.7,3,2,92517.6,3.2
202408,2867417.7,3,4,192323.9,6.7
202408,2867417.7,4,1,5798.9,0.2
202408,2867417.7,4,2,620.6,0.0
202408,2867417.7,4,4,3243.8,0.1
202408,2867417.7,9,1,181200.1,6.3
202408,2867417.7,9,2,51328.7,1.8
202408,2867417.7,9,4,112062.8,3.9
