STD_YM,fac_name,modal,visit_cnt,life_visit_cnt
202501,감전동 행정복지센터,0,17003.1,2112.8
202501,감전동 행정복지센터,1,6477.3,1635.4
202501,감전동 행정복지센터,2,2520.7,302.9
202501,감전동 행정복지센터,3,5025.3,4253.9
202501,감전동 행정복지센터,4,86.6,0.0
202501,감전동 행정복지센터,9,3164.8,1100.5
202501,감전시장,0,29575.4,3892.5
202501,감전시장,1,16105.7,4170.2
202501,감전시장,2,9527.4,1336.5
202501,감전시장,3,13298.2,11657.7
202501,감전시장,4,371.0,29.9
202501,감전시장,9,5359.6,1706.3
202501,감전천,0,81199.3,3922.1
202501,감전천,1,35826.4,4864.5
202501,감전천,2,6495.7,305.4
202501,감전천,3,21435.3,1260.2
202501,감전천,4,523.9,0.0
202501,감전천,9,16150.7,1843.6
202501,괘법동 행정복지세터,0,16527.9,2197.8
202501,괘법동 행정복지세터,1,8360.1,2114.8
202501,괘법동 행정복지세터,2,9225.5,2018.1
202501,괘법동 행정복지세터,3,12145.1,10470.9
202501,괘법동 행정복지세터,4,336.3,37.1
202501,괘법동 행정복지세터,9,2844.4,914.2
202501,르네시떼,0,80176.5,3915.7
202501,르네시떼,1,39965.2,5331.9
202501,르네시떼,2,40051.7,5148.1
202501,르네시떼,3,28027.5,19719.6
202501,르네시떼,4,624.4,19.6
202501,르네시떼,9,13769.1,2144.0
202501,사상 보건소,0,21145.1,1899.6
202501,사상 보건소,1,10993.3,2319.9
202501,사상 보건소,2,8764.5,955.8
202501,사상 보건소,3,5295.1,3002.4
202501,사상 보건소,4,121.9,11.7
202501,사상 보건소,9,4007.4,830.5
202501,사상근린공원,0,12468.0,1635.0
202501,사상근린공원,1,7145.3,1198.7
202501,사상근린공원,2,2993.2,442.4
202501,사상근린공원,3,4771.0,2982.7
202501,사상근린공원,4,88.8,6.5
202501,사상근린공원,9,2661.3,886.1
202501,사상인디스테이션,0,110932.4,11110.1
202501,사상인디스테이션,1,60900.4,11382.3
202501,사상인디스테이션,2,91850.1,14619.6
202501,사상인디스테이션,3,77305.4,62491.8
202501,사상인디스테이션,4,2333.3,112.0
202501,사상인디스테이션,9,17920.3,4272.3
202501,사상평생학습관,0,11053.1,1517.7
202501,사상평생학습관,1,4135.6,1328.1
202501,사상평생학습관,2,4039.6,553.8
202501,사상평생학습관,3,5624.0,4783.6
202501,사상평생학습관,4,104.1,9.9
202501,사상평생학습관,9,2305.9,823.3
202501,삼락생태공원낙동제방인샘꽃길,0,601.9,54.6
202501,삼락생태공원낙동제방인샘꽃길,1,205.6,44.6
202501,삼락생태공원낙동제방인샘꽃길,2,245.5,23.7
202501,삼락생태공원낙동제방인샘꽃길,3,189.3,148.3
202501,삼락생태공원낙동제방인샘꽃길,9,127.5,25.7
202501,삼성테스코홈플러스서부산점,0,80176.5,3915.7
202501,삼성테스코홈플러스서부산점,1,39965.2,5331.9
202501,삼성테스코홈플러스서부산점,2,40051.7,5148.1
202501,삼성테스코홈플러스서부산점,3,28027.5,19719.6
202501,삼성테스코홈플러스서부산점,4,624.4,19.6
202501,삼성테스코홈플러스서부산점,9,13769.1,2144.0
202501,새벽시장,0,79551.4,7905.9
202501,새벽시장,1,34267.1,7216.3
202501,새벽시장,2,11684.7,1402.2
202501,새벽시장,3,13548.9,11066.0
202501,새벽시장,4,440.4,15.8
202501,새벽시장,9,11909.3,2973.2
202501,애플 아울렛 서부시외버스터미널,0,480603.9,48450.3
202501,애플 아울렛 서부시외버스터미널,1,268714.0,49884.5
202501,애플 아울렛 서부시외버스터미널,2,421775.9,65856.2
202501,애플 아울렛 서부시외버스터미널,3,348505.2,279384.0
202501,애플 아울렛 서부시외버스터미널,4,10355.6,685.7
202501,애플 아울렛 서부시외버스터미널,9,74221.8,17938.9
202501,이마트 사상점,0,80176.5,3915.7
202501,이마트 사상점,1,39965.2,5331.9
202501,이마트 사상점,2,40051.7,5148.1
202501,이마트 사상점,3,28027.5,19719.6
202501,이마트 사상점,4,624.4,19.6
202501,이마트 사상점,9,13769.1,2144.0
202501,창날공원,0,8458.1,1115.1
202501,창날공원,1,4153.9,1067.2
202501,창날공원,2,4010.9,586.5
202501,창날공원,3,8772.6,6864.0
202501,창날공원,4,172.3,12.4
202501,창날공원,9,2163.6,885.4
