STD_YM,O_gID,D_gID,purpose,modal,travel_time(sec),POP,no
202501,26230640,마라341838,2,0,2130,31.5,17
202501,26410580,마라341838,2,0,2750,3.8,17
202501,26530591,마라341838,2,0,1840,30.4,17
202501,마라347861,마라341838,2,0,580,3.5,17
202501,마라400874,마라341838,2,0,7490,7.0,17
202501,26230640,마라341838,2,1,2280,3.5,17
202501,26530591,마라341838,2,1,1560,7.6,17
202501,26230640,마라341838,2,9,3270,14.0,17
202501,26530591,마라341838,2,9,2240,7.6,17
202501,26290510,마라341838,4,0,4300,1.8,17
202501,26350570,마라341838,4,0,6730,2.6,17
202501,26530660,마라341838,4,0,720,6.0,17
202501,48250340,마라341838,4,0,1720,3.5,17
202501,마라350852,마라341838,4,0,400,5.2,17
202501,26530610,마라341838,4,1,1120,2.6,17
202501,26530660,마라341838,4,1,830,2.6,17
202501,마라347859,마라341838,4,1,1920,3.5,17
202501,마라350852,마라341838,4,1,1120,7.9,17
202501,마라351856,마라341838,4,1,2230,1.6,17
202501,26350570,마라341838,4,2,2500,2.6,17
202501,26410690,마라341838,4,2,3180,4.0,17
202501,마라350852,마라341838,4,9,810,2.6,17
202501,11170530,마라342836,1,0,12070,2.5,17
202501,11500620,마라342836,1,0,10260,3.5,17
202501,11650560,마라342836,1,0,17650,7.3,17
202501,11650580,마라342836,1,0,17220,2.4,17
202501,11650581,마라342836,1,0,17770,4.9,17
202501,11650621,마라342836,1,0,19110,3.2,17
202501,11680521,마라342836,1,0,16570,8.1,17
202501,11680590,마라342836,1,0,15070,2.5,17
202501,26110510,마라342836,1,0,2960,91.0,17
202501,26110520,마라342836,1,0,2430,16.6,17
202501,26110530,마라342836,1,0,2770,78.0,17
202501,26110545,마라342836,1,0,3370,27.7,17
202501,26110560,마라342836,1,0,2060,79.1,17
202501,26110570,마라342836,1,0,4380,35.3,17
202501,26110580,마라342836,1,0,2420,230.1,17
202501,26110600,마라342836,1,0,2720,17.2,17
202501,26140510,마라342836,1,0,1290,31.0,17
202501,26140520,마라342836,1,0,2450,6.3,17
202501,26140530,마라342836,1,0,1720,108.3,17
202501,26140540,마라342836,1,0,1130,34.8,17
202501,26140560,마라342836,1,0,3600,13.2,17
202501,26140570,마라342836,1,0,2670,70.4,17
202501,26140615,마라342836,1,0,3060,16.3,17
202501,26140630,마라342836,1,0,1760,7.2,17
202501,26140640,마라342836,1,0,5560,7.6,17
202501,26140650,마라342836,1,0,1960,3.1,17
202501,26140680,마라342836,1,0,2830,123.4,17
202501,26170510,마라342836,1,0,1920,15.4,17
202501,26170520,마라342836,1,0,2040,34.0,17
202501,26170530,마라342836,1,0,2550,35.1,17
202501,26170550,마라342836,1,0,3220,37.7,17
202501,26170560,마라342836,1,0,1290,11.1,17
202501,26170570,마라342836,1,0,1500,29.2,17
202501,26170600,마라342836,1,0,1970,17.4,17
202501,26170645,마라342836,1,0,2520,17.1,17
202501,26170650,마라342836,1,0,5120,17.9,17
202501,26170660,마라342836,1,0,2870,113.7,17
202501,26170680,마라342836,1,0,2170,9.2,17
202501,26200530,마라342836,1,0,2060,84.1,17
202501,26200540,마라342836,1,0,3870,4.3,17
202501,26200550,마라342836,1,0,3140,3.2,17
202501,26200590,마라342836,1,0,2180,32.2,17
202501,26200605,마라342836,1,0,4010,5.5,17
202501,26200630,마라342836,1,0,2660,5.9,17
202501,26200640,마라342836,1,0,3850,16.0,17
202501,26200650,마라342836,1,0,2830,70.1,17
202501,26200660,마라342836,1,0,4500,26.4,17
202501,26200670,마라342836,1,0,2250,21.2,17
202501,26230510,마라342836,1,0,2830,145.9,17
202501,26230520,마라342836,1,0,2510,151.2,17
202501,26230540,마라342836,1,0,2270,3.1,17
202501,26230550,마라342836,1,0,2400,118.5,17
202501,26230560,마라342836,1,0,2710,41.5,17
202501,26230570,마라342836,1,0,2360,6.4,17
202501,26230600,마라342836,1,0,4120,33.2,17
202501,26230610,마라342836,1,0,2750,63.6,17
202501,26230640,마라342836,1,0,2210,36.2,17
202501,26230710,마라342836,1,0,2690,79.3,17
202501,26230720,마라342836,1,0,2240,43.6,17
202501,26230740,마라342836,1,0,2270,61.4,17
202501,26230750,마라342836,1,0,2160,54.6,17
202501,26230770,마라342836,1,0,2260,25.9,17
202501,26230780,마라342836,1,0,2680,17.0,17
202501,26260510,마라342836,1,0,2260,28.7,17
202501,26260520,마라342836,1,0,3380,3.6,17
202501,26260545,마라342836,1,0,3750,32.6,17
202501,26260550,마라342836,1,0,3320,63.6,17
202501,26260560,마라342836,1,0,2230,31.7,17
202501,26260570,마라342836,1,0,2220,10.6,17
202501,26260580,마라342836,1,0,3760,7.2,17
202501,26260590,마라342836,1,0,1820,2.4,17
202501,26260600,마라342836,1,0,3180,4.1,17
202501,26260740,마라342836,1,0,1870,6.8,17
202501,26260750,마라342836,1,0,5160,20.4,17
202501,26260762,마라342836,1,0,2820,9.6,17
202501,26290510,마라342836,1,0,2380,13.6,17
202501,26290530,마라342836,1,0,3350,76.8,17
202501,26290540,마라342836,1,0,1830,8.5,17
202501,26290550,마라342836,1,0,830,23.5,17
202501,26290560,마라342836,1,0,2430,19.6,17
202501,26290570,마라342836,1,0,3020,9.8,17
202501,26290580,마라342836,1,0,2940,7.4,17
202501,26290590,마라342836,1,0,3850,2.8,17
202501,26290600,마라342836,1,0,4650,4.4,17
202501,26290610,마라342836,1,0,4030,25.7,17
202501,26290620,마라342836,1,0,4480,82.6,17
202501,26290630,마라342836,1,0,16370,20.8,17
202501,26290645,마라342836,1,0,7600,35.5,17
202501,26290680,마라342836,1,0,2090,13.0,17
202501,26290690,마라342836,1,0,2100,62.1,17
202501,26290700,마라342836,1,0,2570,22.8,17
202501,26290710,마라342836,1,0,8480,9.9,17
202501,26320510,마라342836,1,0,3230,99.1,17
202501,26320520,마라342836,1,0,6430,9.3,17
202501,26320521,마라342836,1,0,4710,4.2,17
202501,26320530,마라342836,1,0,3600,30.0,17
202501,26320541,마라342836,1,0,1950,17.4,17
202501,26320542,마라342836,1,0,3350,12.5,17
202501,26320543,마라342836,1,0,4670,59.7,17
202501,26320550,마라342836,1,0,1830,19.9,17
202501,26320560,마라342836,1,0,2440,59.1,17
202501,26320561,마라342836,1,0,6600,3.6,17
202501,26320571,마라342836,1,0,2110,24.9,17
202501,26320572,마라342836,1,0,3580,18.7,17
202501,26320573,마라342836,1,0,2420,19.1,17
202501,26350510,마라342836,1,0,4390,57.0,17
202501,26350520,마라342836,1,0,3800,151.6,17
202501,26350525,마라342836,1,0,4040,14.4,17
202501,26350530,마라342836,1,0,3780,63.6,17
202501,26350540,마라342836,1,0,4540,6.6,17
202501,26350551,마라342836,1,0,2560,7.8,17
202501,26350552,마라342836,1,0,4260,8.4,17
202501,26350553,마라342836,1,0,6880,3.5,17
202501,26350554,마라342836,1,0,3190,27.8,17
202501,26350560,마라342836,1,0,3590,22.3,17
202501,26350570,마라342836,1,0,9560,3.0,17
202501,26350610,마라342836,1,0,2560,3.9,17
202501,26350650,마라342836,1,0,4040,7.5,17
202501,26350660,마라342836,1,0,2490,8.6,17
202501,26380510,마라342836,1,0,2190,13.1,17
202501,26380520,마라342836,1,0,1800,78.5,17
202501,26380530,마라342836,1,0,2650,12.2,17
202501,26380540,마라342836,1,0,2060,6.3,17
202501,26380550,마라342836,1,0,1110,96.8,17
202501,26380561,마라342836,1,0,940,71.2,17
202501,26380562,마라342836,1,0,720,268.6,17
202501,26380601,마라342836,1,0,2300,115.4,17
202501,26380602,마라342836,1,0,2890,91.1,17
202501,26380610,마라342836,1,0,2920,32.0,17
202501,26380620,마라342836,1,0,3450,6.4,17
202501,26410520,마라342836,1,0,4360,3.3,17
202501,26410555,마라342836,1,0,2270,7.0,17
202501,26410570,마라342836,1,0,2250,7.4,17
202501,26410580,마라342836,1,0,4710,8.0,17
202501,26410590,마라342836,1,0,3290,7.5,17
202501,26410591,마라342836,1,0,3880,6.2,17
202501,26410610,마라342836,1,0,5370,16.7,17
202501,26410635,마라342836,1,0,5130,3.2,17
202501,26410665,마라342836,1,0,3690,25.3,17
202501,26410680,마라342836,1,0,2480,2.8,17
202501,26410690,마라342836,1,0,2920,4.9,17
202501,26410700,마라342836,1,0,17310,3.6,17
202501,26440510,마라342836,1,0,1820,166.7,17
202501,26440520,마라342836,1,0,1940,424.5,17
202501,26440530,마라342836,1,0,5840,35.9,17
202501,26440535,마라342836,1,0,2350,411.9,17
202501,26440545,마라342836,1,0,2480,124.0,17
202501,26440550,마라342836,1,0,2450,45.9,17
202501,26440560,마라342836,1,0,3070,541.7,17
202501,26440580,마라342836,1,0,3720,121.8,17
202501,26470610,마라342836,1,0,3200,45.9,17
202501,26470620,마라342836,1,0,3990,70.2,17
202501,26470630,마라342836,1,0,2660,25.4,17
202501,26470640,마라342836,1,0,1360,4.2,17
202501,26470650,마라342836,1,0,2700,9.8,17
202501,26470660,마라342836,1,0,2750,9.8,17
202501,26470670,마라342836,1,0,2030,8.4,17
202501,26470680,마라342836,1,0,4330,22.7,17
202501,26470690,마라342836,1,0,4620,72.6,17
202501,26470700,마라342836,1,0,3520,12.9,17
202501,26470720,마라342836,1,0,3460,34.6,17
202501,26470730,마라342836,1,0,2460,8.2,17
202501,26500660,마라342836,1,0,3030,40.1,17
202501,26500670,마라342836,1,0,2840,2.5,17
202501,26500730,마라342836,1,0,4670,11.0,17
202501,26500750,마라342836,1,0,3270,17.7,17
202501,26500760,마라342836,1,0,1560,2.5,17
202501,26500770,마라342836,1,0,3290,18.8,17
202501,26500780,마라342836,1,0,2390,17.9,17
