STD_YM,gID,dup_fac_cnt,fac_name_1,fac_func_1,fac_name_2,fac_func_2,fac_name_3,fac_func_3,fac_name_4,fac_func_4,fac_name_5,fac_func_5,fac_name_6,fac_func_6,fac_name_7,fac_func_7,fac_name_8,fac_func_8,fac_name_9,fac_func_9,fac_name_10,fac_func_10,fac_name_11,fac_func_11,fac_name_12,fac_func_12,fac_name_13,fac_func_13,fac_name_14,fac_func_14,fac_name_15,fac_func_15,fac_name_16,fac_func_16,fac_name_17,fac_func_17,dup_fac_pop
202505,마라322769,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라322770,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라322771,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라322772,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라322773,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라322774,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라322775,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라322776,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라323764,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라323765,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라323766,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라323767,5,하하센터,여가,보림공원,여가,사하구청 제2청사,주거의료교육,새당감시장,상업,감전천,여가,개금종합사회복지관,주거의료여가,당감골목시장,상업,장림 롯데마트,상업,르네시떼,상업,새벽시장,상업,신평골목시장,상업,괘법동 행정복지센터,주거의료교육,삼성테스코홈플러스서부산점,상업,부산진구 동네 청년마루,교육,이마트 사상점,상업,신남초등학교,여가,무지개작은도서관,교육,1892.1
202505,마라323768,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라323769,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라323770,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라323771,5,이마트 사상점,상업,무지개작은도서관,교육,동매누리 작은도서관,교육,동매산둘레길,여가,보림공원,여가,장림2동 행정복지센터,주거여가,하하센터,여가,장림1동행정복지센터,주거의료,장림 롯데마트,상업,장림공원,여가,애플 아울렛 서부시외버스터미널,상업,신남초등학교,여가,부산진구 생활문화센터,교육여가,르네시떼,상업,사하구청 제2청사,주거의료교육,삼성테스코홈플러스서부산점,상업,장림생태공원,여가,508.0
202505,마라323772,5,감전천,여가,개금종합사회복지관,주거의료여가,무지개작은도서관,교육,감전동 행정복지센터,주거의료,개금3동 주민센터,주거의료여가,부산진구 동네 청년마루,교육,보림공원,여가,사상근린공원,여가,신남초등학교,여가,장림2동 행정복지센터,주거여가,르네시떼,상업,장림생태공원,여가,당감행복마루센터,주거여가,이마트 사상점,상업,새벽시장,상업,하하센터,여가,신평골목시장,상업,2353.8
202505,마라323773,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라323774,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라323775,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라323776,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라323777,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라323778,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라324762,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라324763,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라324764,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라324765,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라324766,4,동매누리행복센터,주거의료,신평골목시장,상업,동매누리 작은도서관,교육,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.4
202505,마라324767,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라324768,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라324769,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라324770,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라324771,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라324772,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라324773,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라324774,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라324775,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라324776,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라324777,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라324778,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라324779,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라324780,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라324781,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325762,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325763,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325764,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325765,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325766,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325767,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325768,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325769,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325770,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325771,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325772,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325773,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325774,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325775,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325776,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325777,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325778,4,무지개작은도서관,교육,보림공원,여가,수풀작은도서관,교육,동매누리행복센터,주거의료,장림공원,여가,장림1동행정복지센터,주거의료,,,,,,,,,,,,,,,,,,,,,,,24.7
202505,마라325779,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325780,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325781,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325782,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325783,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라325784,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326762,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326763,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326764,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326765,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326766,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326767,2,애플 아울렛 서부시외버스터미널,상업,수풀작은도서관,교육,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0
202505,마라326768,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326769,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326770,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326771,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326772,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326773,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326774,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326775,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326776,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326777,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326778,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326779,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326780,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326781,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326782,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326783,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326784,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326785,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326786,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326787,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326788,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326789,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326790,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라326791,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327762,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327763,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327764,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327765,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327766,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327767,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327768,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327769,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327770,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327771,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327772,5,애플 아울렛 서부시외버스터미널,상업,사하구청 제2청사,주거의료교육,신남초등학교,여가,장림생태공원,여가,무지개작은도서관,교육,삼성테스코홈플러스서부산점,상업,부산진구 생활문화센터,교육여가,이마트 사상점,상업,장림공원,여가,사상인디스테이션,여가,수풀작은도서관,교육,하하센터,여가,보림공원,여가,르네시떼,상업,장림2동 행정복지센터,주거여가,장림1동행정복지센터,주거의료,,,239.2
202505,마라327773,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327774,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327775,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327776,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327777,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327778,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327779,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327780,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327781,2,장림2동 행정복지센터,주거여가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
202505,마라327782,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327783,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327784,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327785,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327786,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327787,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327788,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327789,4,하하센터,여가,장림공원,여가,장림1동행정복지센터,주거의료,장림생태공원,여가,무지개작은도서관,교육,사하구청 제2청사,주거의료교육,보림공원,여가,,,,,,,,,,,,,,,,,,,,,45.0
202505,마라327790,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라327791,5,애플 아울렛 서부시외버스터미널,상업,신남초등학교,여가,장림생태공원,여가,동매누리행복센터,주거의료,사하구청 제2청사,주거의료교육,동매산둘레길,여가,사상인디스테이션,여가,하하센터,여가,,,,,,,,,,,,,,,,,,,97.5
202505,마라328760,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라328761,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라328762,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라328763,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라328764,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라328765,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라328766,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라328767,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라328768,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라328769,5,하하센터,여가,장림1동행정복지센터,주거의료,애플 아울렛 서부시외버스터미널,상업,장림 롯데마트,상업,장림공원,여가,무지개작은도서관,교육,괘법동 행정복지센터,주거의료교육,수풀작은도서관,교육,장림2동 행정복지센터,주거여가,보림공원,여가,,,,,,,,,,,,,,,98.5
202505,마라328770,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라328771,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라328772,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202505,마라328773,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
