STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202505,2875287.9,0,1,520359.4,18.1
202505,2875287.9,0,2,219125.0,7.6
202505,2875287.9,0,4,442645.6,15.4
202505,2875287.9,1,1,241767.4,8.4
202505,2875287.9,1,2,136880.7,4.8
202505,2875287.9,1,4,216709.6,7.5
202505,2875287.9,2,1,161535.8,5.6
202505,2875287.9,2,2,88029.4,3.1
202505,2875287.9,2,4,113822.3,4.0
202505,2875287.9,3,1,236939.1,8.2
202505,2875287.9,3,2,86878.5,3.0
202505,2875287.9,3,4,144096.3,5.0
202505,2875287.9,4,1,3507.3,0.1
202505,2875287.9,4,2,628.4,0.0
202505,2875287.9,4,4,2581.2,0.1
202505,2875287.9,9,1,109924.8,3.8
202505,2875287.9,9,2,62562.0,2.2
202505,2875287.9,9,4,87295.1,3.0
