STD_YM,fac_name,15min_pop
202505,사상인디스테이션,2554997.8
202505,감전시장,2440935.4
202505,창날공원,1865806.5
202505,삼락생태공원낙동제방인샘꽃길,305846.6
202505,괘법동 행정복지세터,1950593.1
202505,사상평생학습관,1730892.0
202505,르네시떼,2451013.5
202505,사상근린공원,2220601.6
202505,새벽시장,2418094.9
202505,감전천,2244253.5
202505,삼성테스코홈플러스서부산점,2451013.5
202505,애플 아울렛 서부시외버스터미널,2631624.2
202505,이마트 사상점,2451013.5
202505,감전동 행정복지센터,2218488.9
202505,사상 보건소,1988527.8
