STD_YM,fac_name,visit_cnt,total_visit_cnt,life_visit_cnt
202505,동매누리 작은도서관,1,4116.4,1438.4
202505,동매누리 작은도서관,2,2137.1,882.6
202505,동매누리 작은도서관,3,1567.9,660.8
202505,동매누리 작은도서관,4,1455.8,644.4
202505,동매누리 작은도서관,5,1256.8,654.3
202505,동매누리 작은도서관,6,1100.9,496.9
202505,동매누리 작은도서관,7,1087.6,622.6
202505,동매누리 작은도서관,8,941.6,403.9
202505,동매누리 작은도서관,9,1091.8,609.0
202505,동매누리 작은도서관,10,1346.9,642.0
202505,동매누리행복센터,1,8937.3,3099.7
202505,동매누리행복센터,2,4721.2,2027.7
202505,동매누리행복센터,3,3843.4,1861.9
202505,동매누리행복센터,4,3228.4,1378.8
202505,동매누리행복센터,5,2706.5,1428.3
202505,동매누리행복센터,6,2509.5,1313.3
202505,동매누리행복센터,7,2119.1,928.3
202505,동매누리행복센터,8,1894.9,880.2
202505,동매누리행복센터,9,2063.2,984.5
202505,동매누리행복센터,10,2383.8,912.4
202505,동매산둘레길,1,5601.2,2111.9
202505,동매산둘레길,2,2854.7,1235.8
202505,동매산둘레길,3,2424.6,1284.5
202505,동매산둘레길,4,2056.1,1096.4
202505,동매산둘레길,5,1739.6,905.5
202505,동매산둘레길,6,1548.5,750.6
202505,동매산둘레길,7,1619.6,870.0
202505,동매산둘레길,8,2196.9,1161.0
202505,동매산둘레길,9,1660.8,825.4
202505,동매산둘레길,10,1406.5,825.3
202505,무지개작은도서관,1,16928.9,5411.0
202505,무지개작은도서관,2,5555.8,2301.3
202505,무지개작은도서관,3,3660.2,1905.4
202505,무지개작은도서관,4,2824.9,1476.9
202505,무지개작은도서관,5,2239.2,1279.9
202505,무지개작은도서관,6,2174.1,1198.5
202505,무지개작은도서관,7,1944.4,1179.5
202505,무지개작은도서관,8,2179.8,1333.5
202505,무지개작은도서관,9,1957.8,1208.5
202505,무지개작은도서관,10,1551.8,885.6
202505,보림공원,1,16928.9,5411.0
202505,보림공원,2,5555.8,2301.3
202505,보림공원,3,3660.2,1905.4
202505,보림공원,4,2824.9,1476.9
202505,보림공원,5,2239.2,1279.9
202505,보림공원,6,2174.1,1198.5
202505,보림공원,7,1944.4,1179.5
202505,보림공원,8,2179.8,1333.5
202505,보림공원,9,1957.8,1208.5
202505,보림공원,10,1551.8,885.6
202505,사하구청 제2청사,1,9602.4,2375.0
202505,사하구청 제2청사,2,3897.3,1243.5
202505,사하구청 제2청사,3,3170.2,1063.8
202505,사하구청 제2청사,4,2755.4,959.7
202505,사하구청 제2청사,5,3379.3,1031.7
202505,사하구청 제2청사,6,2156.7,683.3
202505,사하구청 제2청사,7,2219.3,653.3
202505,사하구청 제2청사,8,2339.6,626.6
202505,사하구청 제2청사,9,1626.5,356.3
202505,사하구청 제2청사,10,1711.4,437.5
202505,수풀작은도서관,1,16043.0,4749.9
202505,수풀작은도서관,2,8220.5,2905.4
202505,수풀작은도서관,3,5112.6,2114.8
202505,수풀작은도서관,4,4344.5,1904.6
202505,수풀작은도서관,5,3860.3,1681.0
202505,수풀작은도서관,6,3489.0,1476.2
202505,수풀작은도서관,7,3305.2,1234.3
202505,수풀작은도서관,8,3784.0,1607.2
202505,수풀작은도서관,9,2966.7,1248.3
202505,수풀작은도서관,10,2979.7,1440.7
202505,신남초등학교,1,7365.1,1731.6
202505,신남초등학교,2,3481.9,1137.5
202505,신남초등학교,3,2175.2,807.5
202505,신남초등학교,4,1575.1,706.4
202505,신남초등학교,5,1288.9,646.9
202505,신남초등학교,6,1019.3,524.9
202505,신남초등학교,7,1055.8,516.5
202505,신남초등학교,8,1201.7,600.6
202505,신남초등학교,9,1325.1,803.5
202505,신남초등학교,10,1280.2,646.5
202505,신평골목시장,1,4618.5,1684.1
202505,신평골목시장,2,2276.3,907.6
202505,신평골목시장,3,1978.0,881.8
202505,신평골목시장,4,1620.5,742.7
202505,신평골목시장,5,1386.6,681.8
202505,신평골목시장,6,1252.5,604.2
202505,신평골목시장,7,1292.2,688.4
202505,신평골목시장,8,1085.2,453.8
202505,신평골목시장,9,1529.2,827.9
202505,신평골목시장,10,1206.2,617.4
202505,장림 롯데마트,1,4899.1,1326.2
202505,장림 롯데마트,2,1621.5,565.0
202505,장림 롯데마트,3,571.9,186.9
202505,장림 롯데마트,4,245.1,64.2
202505,장림 롯데마트,5,320.8,120.2
202505,장림 롯데마트,6,72.6,24.0
202505,장림 롯데마트,7,139.6,60.1
202505,장림 롯데마트,9,171.2,102.6
202505,장림 롯데마트,10,178.5,62.9
202505,장림1동행정복지센터,1,16928.9,5411.0
202505,장림1동행정복지센터,2,5555.8,2301.3
202505,장림1동행정복지센터,3,3660.2,1905.4
202505,장림1동행정복지센터,4,2824.9,1476.9
202505,장림1동행정복지센터,5,2239.2,1279.9
202505,장림1동행정복지센터,6,2174.1,1198.5
202505,장림1동행정복지센터,7,1944.4,1179.5
202505,장림1동행정복지센터,8,2179.8,1333.5
202505,장림1동행정복지센터,9,1957.8,1208.5
