STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202505,개금3동 주민센터,31,98321.3,24119.5
202505,개금종합사회복지관,31,30726.6,15528.9
202505,개금테마공원,31,349422.4,136805.4
202505,개성고등학교,31,67423.4,37332.1
202505,당감4동 주민센터,31,4790.5,4442.5
202505,당감골목시장,31,58349.2,23636.2
202505,당감사회복지관,31,120546.8,45490.2
202505,당감행복마루센터,31,82790.9,34613.3
202505,백양가족공원,31,50960.5,21363.7
202505,부산진구 동네 청년아루,31,82754.0,34507.4
202505,부산진구 생활문화센터,31,250606.4,107540.5
202505,부산진구 어린이청소년 도서관,31,42028.7,17597.4
202505,부산진구여성가족문화센터,31,77550.0,21850.7
202505,새당감시장,31,121586.9,45539.4
202505,한국신발관,31,108246.3,18432.3
