STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202505,감전동 행정복지센터,31,41295.9,10639.8
202505,감전시장,31,80653.1,26464.6
202505,감전천,31,172237.6,13460.7
202505,괘법동 행정복지세터,31,57780.1,20106.0
202505,르네시떼,31,208221.8,39448.7
202505,사상 보건소,31,54825.6,10125.2
202505,사상근린공원,31,34397.1,8080.5
202505,사상인디스테이션,31,381751.1,111470.7
202505,사상평생학습관,31,29591.8,10017.7
202505,삼락생태공원낙동제방인샘꽃길,31,2102.8,557.7
202505,삼성테스코홈플러스서부산점,31,208221.8,39448.7
202505,새벽시장,31,210758.6,42901.0
202505,애플 아울렛 서부시외버스터미널,31,1686721.3,488421.9
202505,이마트 사상점,31,208221.8,39448.7
202505,창날공원,31,29604.9,11349.6
