STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202505,동매누리 작은도서관,31,46952.8,19553.6
202505,동매누리행복센터,31,80194.0,33599.9
202505,동매산둘레길,31,75936.1,33663.0
202505,무지개작은도서관,31,78834.3,34277.5
202505,보림공원,31,78834.4,34277.5
202505,사하구청 제2청사,31,63450.6,17586.2
202505,수풀작은도서관,31,133652.8,51681.6
202505,신남초등학교,31,49980.2,17448.5
202505,신평골목시장,31,52820.8,22722.3
202505,장림 롯데마트,31,10420.5,3161.0
202505,장림1동행정복지센터,31,78834.4,34277.5
202505,장림2동 행정복지센터,31,32175.5,13489.0
202505,장림공원,31,81705.5,32291.3
202505,장림생태공원,31,81352.2,20573.0
202505,하하센터,31,122778.3,33926.1
202505,효림초등학교,31,10346.3,8156.3
