STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202404,2629198.1,0,1,249213.8,9.5
202404,2629198.1,0,2,299587.9,11.4
202404,2629198.1,0,4,568729.7,21.6
202404,2629198.1,1,1,102322.0,3.9
202404,2629198.1,1,2,136918.4,5.2
202404,2629198.1,1,4,224829.9,8.6
202404,2629198.1,2,1,88747.4,3.4
202404,2629198.1,2,2,120739.2,4.6
202404,2629198.1,2,4,193253.8,7.4
202404,2629198.1,3,1,157878.6,6.0
202404,2629198.1,3,2,64320.6,2.4
202404,2629198.1,3,4,191868.0,7.3
202404,2629198.1,4,1,2563.2,0.1
202404,2629198.1,4,2,901.2,0.0
202404,2629198.1,4,4,7000.5,0.3
202404,2629198.1,9,1,54257.4,2.1
202404,2629198.1,9,2,65084.7,2.5
202404,2629198.1,9,4,100981.8,3.8
