STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202404,감전동 행정복지센터,30,35077.2,8889.3
202404,감전시장,30,80694.7,24757.8
202404,감전천,30,166502.8,12838.2
202404,괘법동 행정복지세터,30,54768.6,19184.9
202404,르네시떼,30,194993.2,35537.1
202404,사상 보건소,30,55760.9,9699.5
202404,사상근린공원,30,31207.8,6517.6
202404,사상인디스테이션,30,337073.4,84887.3
202404,사상평생학습관,30,31023.0,10282.8
202404,삼락생태공원낙동제방인샘꽃길,29,4607.3,1062.1
202404,삼성테스코홈플러스서부산점,30,194993.2,35537.1
202404,새벽시장,30,193125.8,33063.5
202404,애플 아울렛 서부시외버스터미널,30,1211325.0,322252.3
202404,이마트 사상점,30,194993.2,35537.1
202404,창날공원,30,36390.9,13344.3
