STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202404,동매누리 작은도서관,30,48790.0,20110.3
202404,동매누리행복센터,30,89367.4,36742.8
202404,동매산둘레길,30,89644.5,34482.7
202404,무지개작은도서관,30,50411.3,20239.5
202404,보림공원,30,50411.3,20239.5
202404,사하구청 제2청사,30,48316.7,13451.0
202404,수풀작은도서관,30,112650.2,43034.0
202404,신남초등학교,30,46885.5,17377.3
202404,신평골목시장,30,55463.2,23450.8
202404,장림 롯데마트,30,19107.3,5178.8
202404,장림1동행정복지센터,30,50411.3,20239.5
202404,장림2동 행정복지센터,30,33529.1,13816.7
202404,장림공원,30,93215.1,34117.7
202404,장림생태공원,30,67601.0,15770.2
202404,하하센터,30,99464.2,26168.0
202404,효림초등학교,30,12068.3,8928.8
