STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202404,2971228.2,0,1,542308.8,18.3
202404,2971228.2,0,2,112169.9,3.8
202404,2971228.2,0,4,326139.0,11.0
202404,2971228.2,1,1,324740.3,10.9
202404,2971228.2,1,2,96821.6,3.3
202404,2971228.2,1,4,192986.8,6.5
202404,2971228.2,2,1,159862.1,5.4
202404,2971228.2,2,2,41201.9,1.4
202404,2971228.2,2,4,79461.6,2.7
202404,2971228.2,3,1,379454.0,12.8
202404,2971228.2,3,2,131618.7,4.4
202404,2971228.2,3,4,215570.1,7.3
202404,2971228.2,4,1,5671.7,0.2
202404,2971228.2,4,2,558.6,0.0
202404,2971228.2,4,4,3291.5,0.1
202404,2971228.2,9,1,184385.6,6.2
202404,2971228.2,9,2,59714.2,2.0
202404,2971228.2,9,4,115271.8,3.9
