STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202404,2715213.6,0,1,490121.2,18.1
202404,2715213.6,0,2,233872.8,8.6
202404,2715213.6,0,4,403331.6,14.9
202404,2715213.6,1,1,225841.0,8.3
202404,2715213.6,1,2,145610.2,5.4
202404,2715213.6,1,4,194119.3,7.1
202404,2715213.6,2,1,159433.3,5.9
202404,2715213.6,2,2,95934.0,3.5
202404,2715213.6,2,4,110057.8,4.1
202404,2715213.6,3,1,212162.1,7.8
202404,2715213.6,3,2,82449.3,3.0
202404,2715213.6,3,4,126328.1,4.7
202404,2715213.6,4,1,3323.2,0.1
202404,2715213.6,4,2,659.1,0.0
202404,2715213.6,4,4,2608.3,0.1
202404,2715213.6,9,1,94463.0,3.5
202404,2715213.6,9,2,59544.6,2.2
202404,2715213.6,9,4,75354.7,2.8
