STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202504,동매누리 작은도서관,30,46133.7,19453.7
202504,동매누리행복센터,30,82424.0,33623.3
202504,동매산둘레길,30,73776.8,33472.5
202504,무지개작은도서관,30,77666.7,34081.3
202504,보림공원,30,77666.7,34081.3
202504,사하구청 제2청사,30,72434.0,21135.2
202504,수풀작은도서관,30,129051.9,49390.9
202504,신남초등학교,30,47705.7,17521.2
202504,신평골목시장,30,52256.8,22619.4
202504,장림 롯데마트,30,9668.7,3063.7
202504,장림1동행정복지센터,30,77666.7,34081.3
202504,장림2동 행정복지센터,30,32100.7,13426.6
202504,장림공원,30,79859.5,31984.0
202504,장림생태공원,30,88890.7,22009.8
202504,하하센터,30,131933.3,36784.7
202504,효림초등학교,30,11454.4,8950.5
