STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202504,2860571.3,0,1,512185.7,17.9
202504,2860571.3,0,2,237194.0,8.3
202504,2860571.3,0,4,427541.6,14.9
202504,2860571.3,1,1,235116.3,8.2
202504,2860571.3,1,2,144418.5,5.0
202504,2860571.3,1,4,203646.1,7.1
202504,2860571.3,2,1,158175.2,5.5
202504,2860571.3,2,2,98643.9,3.4
202504,2860571.3,2,4,113238.5,4.0
202504,2860571.3,3,1,231950.3,8.1
202504,2860571.3,3,2,93747.2,3.3
202504,2860571.3,3,4,139406.6,4.9
202504,2860571.3,4,1,3198.3,0.1
202504,2860571.3,4,2,588.2,0.0
202504,2860571.3,4,4,2332.2,0.1
202504,2860571.3,9,1,107907.7,3.8
202504,2860571.3,9,2,68236.9,2.4
202504,2860571.3,9,4,83044.1,2.9
