STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202504,2671294.9,0,1,250481.2,9.4
202504,2671294.9,0,2,286113.6,10.7
202504,2671294.9,0,4,554816.2,20.8
202504,2671294.9,1,1,113190.3,4.2
202504,2671294.9,1,2,134611.4,5.0
202504,2671294.9,1,4,229762.1,8.6
202504,2671294.9,2,1,102811.2,3.8
202504,2671294.9,2,2,123486.3,4.6
202504,2671294.9,2,4,214015.0,8.0
202504,2671294.9,3,1,175160.9,6.6
202504,2671294.9,3,2,64952.4,2.4
202504,2671294.9,3,4,200659.1,7.5
202504,2671294.9,4,1,2810.5,0.1
202504,2671294.9,4,2,911.7,0.0
202504,2671294.9,4,4,6734.5,0.3
202504,2671294.9,9,1,54989.0,2.1
202504,2671294.9,9,2,63204.0,2.4
202504,2671294.9,9,4,92585.5,3.5
