STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202504,개금3동 주민센터,30,94052.6,23558.5
202504,개금종합사회복지관,30,29420.5,15095.1
202504,개금테마공원,30,354613.8,141184.3
202504,개성고등학교,30,67896.9,37615.0
202504,당감4동 주민센터,30,4736.6,4396.3
202504,당감골목시장,30,55256.6,22087.7
202504,당감사회복지관,30,117058.3,45393.9
202504,당감행복마루센터,30,78865.6,32933.8
202504,백양가족공원,30,51947.9,21918.5
202504,부산진구 동네 청년아루,30,78731.3,32807.1
202504,부산진구 생활문화센터,30,245369.9,104713.7
202504,부산진구 어린이청소년 도서관,30,42694.1,17769.8
202504,부산진구여성가족문화센터,30,79966.2,23468.0
202504,새당감시장,30,118022.3,45484.6
202504,한국신발관,30,105337.3,18981.3
