STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202504,감전동 행정복지센터,30,39633.8,10424.6
202504,감전시장,30,82173.6,25574.7
202504,감전천,30,165157.4,13296.0
202504,괘법동 행정복지세터,30,58056.9,20794.1
202504,르네시떼,30,191961.4,37446.3
202504,사상 보건소,30,59623.1,11111.3
202504,사상근린공원,30,34273.5,8085.1
202504,사상인디스테이션,30,369707.2,105198.2
202504,사상평생학습관,30,30147.9,9946.3
202504,삼락생태공원낙동제방인샘꽃길,30,4034.4,1042.1
202504,삼성테스코홈플러스서부산점,30,191961.4,37446.3
202504,새벽시장,30,186146.8,36989.2
202504,애플 아울렛 서부시외버스터미널,30,1601505.2,463471.8
202504,이마트 사상점,30,191961.4,37446.3
202504,창날공원,30,28174.5,11154.1
