STD_YM,O_gID,D_gID,purpose,modal,travel_time(sec),POP,no
202504,26110530,마라329771,1,0,2320,7.3,5
202504,26110560,마라329771,1,0,6170,5.0,5
202504,26110580,마라329771,1,0,3010,21.8,5
202504,26110600,마라329771,1,0,1580,2.7,5
202504,26140530,마라329771,1,0,1120,2.2,5
202504,26140615,마라329771,1,0,1300,6.5,5
202504,26140640,마라329771,1,0,1490,34.8,5
202504,26140660,마라329771,1,0,7540,19.2,5
202504,26140680,마라329771,1,0,3170,16.5,5
202504,26170680,마라329771,1,0,3060,6.0,5
202504,26200640,마라329771,1,0,2020,8.3,5
202504,26200650,마라329771,1,0,2150,7.0,5
202504,26200660,마라329771,1,0,1930,5.3,5
202504,26230520,마라329771,1,0,4150,2.5,5
202504,26230550,마라329771,1,0,6610,6.1,5
202504,26230560,마라329771,1,0,6620,5.7,5
202504,26230570,마라329771,1,0,8330,5.5,5
202504,26230600,마라329771,1,0,2920,4.8,5
202504,26230640,마라329771,1,0,4410,4.8,5
202504,26260550,마라329771,1,0,3050,2.5,5
202504,26260740,마라329771,1,0,3120,3.1,5
202504,26260762,마라329771,1,0,2240,2.7,5
202504,26290530,마라329771,1,0,5640,3.4,5
202504,26290550,마라329771,1,0,11290,2.5,5
202504,26290560,마라329771,1,0,3110,3.7,5
202504,26290590,마라329771,1,0,3140,3.0,5
202504,26290610,마라329771,1,0,15740,3.0,5
202504,26290645,마라329771,1,0,5660,13.2,5
202504,26290700,마라329771,1,0,28780,3.5,5
202504,26290710,마라329771,1,0,3330,12.1,5
202504,26320520,마라329771,1,0,3920,11.8,5
202504,26320521,마라329771,1,0,3690,2.5,5
202504,26320530,마라329771,1,0,3050,3.9,5
202504,26320543,마라329771,1,0,1960,5.6,5
202504,26320560,마라329771,1,0,1690,8.0,5
202504,26320571,마라329771,1,0,1930,82.7,5
202504,26350520,마라329771,1,0,4380,2.7,5
202504,26350525,마라329771,1,0,6210,5.9,5
202504,26350570,마라329771,1,0,3740,2.7,5
202504,26380510,마라329771,1,0,1340,3.6,5
202504,26380530,마라329771,1,0,3080,17.8,5
202504,26380540,마라329771,1,0,1510,2.3,5
202504,26380550,마라329771,1,0,920,83.3,5
202504,26380561,마라329771,1,0,3630,44.8,5
202504,26380562,마라329771,1,0,1980,33.4,5
202504,26380601,마라329771,1,0,1420,39.9,5
202504,26380602,마라329771,1,0,1990,13.4,5
202504,26380610,마라329771,1,0,3800,31.3,5
202504,26380620,마라329771,1,0,1140,72.4,5
202504,26410555,마라329771,1,0,2140,3.1,5
202504,26410635,마라329771,1,0,6180,2.7,5
202504,26440510,마라329771,1,0,11590,9.8,5
202504,26440520,마라329771,1,0,4870,101.0,5
202504,26440530,마라329771,1,0,6410,208.0,5
202504,26440535,마라329771,1,0,4800,165.0,5
202504,26440545,마라329771,1,0,970,19.9,5
202504,26440560,마라329771,1,0,2200,139.8,5
202504,26440580,마라329771,1,0,4440,52.7,5
202504,26440590,마라329771,1,0,2700,12.2,5
202504,26470660,마라329771,1,0,3130,2.5,5
202504,26470690,마라329771,1,0,3070,5.1,5
202504,26500730,마라329771,1,0,4730,2.3,5
202504,26500740,마라329771,1,0,3230,9.9,5
202504,26500750,마라329771,1,0,1350,9.9,5
202504,26500780,마라329771,1,0,4560,2.5,5
202504,26500800,마라329771,1,0,4890,5.0,5
202504,26530580,마라329771,1,0,3520,9.6,5
202504,26530591,마라329771,1,0,1470,19.0,5
202504,26530600,마라329771,1,0,1140,2.9,5
202504,26530610,마라329771,1,0,2150,2.5,5
202504,26530660,마라329771,1,0,4700,3.5,5
202504,26530670,마라329771,1,0,6060,24.1,5
202504,26530680,마라329771,1,0,2420,26.5,5
202504,26710253,마라329771,1,0,4640,6.3,5
202504,26710256,마라329771,1,0,8800,2.7,5
202504,26710259,마라329771,1,0,6580,4.9,5
202504,27230620,마라329771,1,0,6590,2.7,5
202504,27230671,마라329771,1,0,6720,6.1,5
202504,31110600,마라329771,1,0,5860,2.4,5
202504,31140570,마라329771,1,0,4760,2.5,5
202504,31140670,마라329771,1,0,13360,3.0,5
202504,31200560,마라329771,1,0,7080,4.1,5
202504,31710250,마라329771,1,0,12690,14.5,5
202504,31710253,마라329771,1,0,2710,7.6,5
202504,31710256,마라329771,1,0,5730,3.1,5
202504,31710265,마라329771,1,0,6080,7.3,5
202504,41670250,마라329771,1,0,15000,2.9,5
202504,44200350,마라329771,1,0,17250,4.1,5
202504,46230350,마라329771,1,0,7710,3.5,5
202504,46810310,마라329771,1,0,11450,5.6,5
202504,46830330,마라329771,1,0,16780,6.5,5
202504,47130660,마라329771,1,0,8620,2.3,5
202504,47150310,마라329771,1,0,9080,4.1,5
202504,47150370,마라329771,1,0,8530,4.1,5
202504,47150575,마라329771,1,0,11170,2.5,5
202504,47230310,마라329771,1,0,6510,4.2,5
202504,47290250,마라329771,1,0,10440,3.5,5
202504,47290370,마라329771,1,0,6020,4.1,5
202504,48121520,마라329771,1,0,6150,3.9,5
202504,48123540,마라329771,1,0,6390,11.8,5
202504,48125320,마라329771,1,0,5320,2.4,5
202504,48125340,마라329771,1,0,3470,3.8,5
202504,48129610,마라329771,1,0,2360,2.3,5
202504,48129620,마라329771,1,0,1830,7.0,5
202504,48129630,마라329771,1,0,3470,27.8,5
