STD_YM,o_id,d_id,purpose,modal,travl_sec,POP,no
202409,11110630,마라385856,1,0,18080,4.3,9
202409,11500620,마라385856,1,0,6570,11.1,9
202409,11650530,마라385856,1,0,14590,4.1,9
202409,11680650,마라385856,1,0,14480,3.6,9
202409,11680750,마라385856,1,0,12200,4.0,9
202409,26110510,마라385856,1,0,1930,183.4,9
202409,26110520,마라385856,1,0,3260,24.5,9
202409,26110530,마라385856,1,0,2320,60.5,9
202409,26110545,마라385856,1,0,2710,20.2,9
202409,26110560,마라385856,1,0,3040,36.7,9
202409,26110570,마라385856,1,0,4400,26.2,9
202409,26110580,마라385856,1,0,3970,65.1,9
202409,26110590,마라385856,1,0,1890,19.5,9
202409,26110600,마라385856,1,0,4440,8.2,9
202409,26140510,마라385856,1,0,2280,12.9,9
202409,26140520,마라385856,1,0,1320,4.5,9
202409,26140530,마라385856,1,0,1700,90.0,9
202409,26140540,마라385856,1,0,1430,45.1,9
202409,26140560,마라385856,1,0,1370,9.2,9
202409,26140570,마라385856,1,0,2420,28.9,9
202409,26140590,마라385856,1,0,8050,14.0,9
202409,26140615,마라385856,1,0,2220,15.4,9
202409,26140630,마라385856,1,0,1500,2.8,9
202409,26140650,마라385856,1,0,1570,1.8,9
202409,26140680,마라385856,1,0,3570,37.8,9
202409,26170510,마라385856,1,0,12990,4.1,9
202409,26170520,마라385856,1,0,2880,29.6,9
202409,26170530,마라385856,1,0,1640,80.4,9
202409,26170550,마라385856,1,0,4290,3.6,9
202409,26170560,마라385856,1,0,3680,23.7,9
202409,26170570,마라385856,1,0,980,51.8,9
202409,26170590,마라385856,1,0,1170,3.4,9
202409,26170600,마라385856,1,0,1350,3.7,9
202409,26170645,마라385856,1,0,5610,34.6,9
202409,26170650,마라385856,1,0,690,11.5,9
202409,26170660,마라385856,1,0,2160,138.0,9
202409,26170680,마라385856,1,0,1320,28.9,9
202409,26200530,마라385856,1,0,2380,38.0,9
202409,26200550,마라385856,1,0,2730,24.3,9
202409,26200585,마라385856,1,0,4580,4.2,9
202409,26200590,마라385856,1,0,2250,19.9,9
202409,26200630,마라385856,1,0,2430,60.5,9
202409,26200640,마라385856,1,0,2020,24.9,9
202409,26200650,마라385856,1,0,3530,110.9,9
202409,26200660,마라385856,1,0,4790,25.2,9
202409,26200670,마라385856,1,0,3500,25.9,9
202409,26230510,마라385856,1,0,1030,342.7,9
202409,26230520,마라385856,1,0,1370,440.5,9
202409,26230540,마라385856,1,0,830,77.8,9
202409,26230550,마라385856,1,0,1520,227.0,9
202409,26230560,마라385856,1,0,2200,102.1,9
202409,26230570,마라385856,1,0,1430,37.9,9
202409,26230600,마라385856,1,0,1450,79.1,9
202409,26230610,마라385856,1,0,1200,143.8,9
202409,26230640,마라385856,1,0,900,250.6,9
202409,26230710,마라385856,1,0,840,907.3,9
202409,26230720,마라385856,1,0,830,383.1,9
202409,26230740,마라385856,1,0,1030,400.9,9
202409,26230750,마라385856,1,0,540,240.4,9
202409,26230770,마라385856,1,0,1530,59.7,9
202409,26230780,마라385856,1,0,2250,98.0,9
202409,26260510,마라385856,1,0,1120,18.5,9
202409,26260520,마라385856,1,0,1510,3.8,9
202409,26260545,마라385856,1,0,1990,37.4,9
202409,26260550,마라385856,1,0,2680,106.7,9
202409,26260560,마라385856,1,0,3170,49.3,9
202409,26260570,마라385856,1,0,2490,34.5,9
202409,26260580,마라385856,1,0,2290,48.3,9
202409,26260590,마라385856,1,0,3540,58.6,9
202409,26260600,마라385856,1,0,2300,70.9,9
202409,26260740,마라385856,1,0,2340,44.1,9
202409,26260750,마라385856,1,0,3060,44.2,9
202409,26260761,마라385856,1,0,2050,4.2,9
202409,26260762,마라385856,1,0,2980,3.0,9
202409,26290510,마라385856,1,0,1420,43.3,9
202409,26290530,마라385856,1,0,2250,185.5,9
202409,26290540,마라385856,1,0,1050,19.5,9
202409,26290550,마라385856,1,0,1810,41.0,9
202409,26290560,마라385856,1,0,1950,11.4,9
202409,26290570,마라385856,1,0,2570,101.4,9
202409,26290580,마라385856,1,0,2640,38.8,9
202409,26290590,마라385856,1,0,2260,29.5,9
202409,26290600,마라385856,1,0,1920,6.9,9
202409,26290610,마라385856,1,0,2070,68.7,9
202409,26290620,마라385856,1,0,2530,27.1,9
202409,26290630,마라385856,1,0,1550,15.9,9
202409,26290645,마라385856,1,0,1640,26.5,9
202409,26290680,마라385856,1,0,2070,24.8,9
202409,26290690,마라385856,1,0,2000,67.5,9
202409,26290700,마라385856,1,0,3570,3.6,9
202409,26290710,마라385856,1,0,2830,27.6,9
202409,26320510,마라385856,1,0,2230,33.7,9
202409,26320520,마라385856,1,0,1910,25.3,9
202409,26320521,마라385856,1,0,5860,11.7,9
202409,26320530,마라385856,1,0,4880,57.2,9
202409,26320541,마라385856,1,0,2660,24.0,9
202409,26320542,마라385856,1,0,1830,33.3,9
202409,26320543,마라385856,1,0,2510,75.9,9
202409,26320550,마라385856,1,0,3680,55.6,9
202409,26320560,마라385856,1,0,2500,97.3,9
202409,26320571,마라385856,1,0,2470,7.3,9
202409,26320572,마라385856,1,0,2320,37.8,9
202409,26320573,마라385856,1,0,2270,7.4,9
202409,26350510,마라385856,1,0,2940,124.2,9
202409,26350520,마라385856,1,0,3430,94.4,9
202409,26350525,마라385856,1,0,3810,35.7,9
202409,26350530,마라385856,1,0,4400,74.1,9
202409,26350540,마라385856,1,0,6260,29.6,9
202409,26350551,마라385856,1,0,4140,31.6,9
202409,26350553,마라385856,1,0,5010,8.5,9
202409,26350554,마라385856,1,0,2990,39.6,9
202409,26350560,마라385856,1,0,4040,110.6,9
202409,26350570,마라385856,1,0,2490,9.8,9
202409,26350580,마라385856,1,0,2780,20.0,9
202409,26350595,마라385856,1,0,2390,8.7,9
202409,26350650,마라385856,1,0,2770,54.1,9
202409,26380510,마라385856,1,0,2580,10.8,9
202409,26380520,마라385856,1,0,1360,10.9,9
202409,26380530,마라385856,1,0,1770,12.2,9
202409,26380540,마라385856,1,0,1620,7.7,9
202409,26380550,마라385856,1,0,3720,18.0,9
202409,26380561,마라385856,1,0,2590,31.2,9
202409,26380562,마라385856,1,0,2260,123.5,9
202409,26380601,마라385856,1,0,3410,134.2,9
202409,26380602,마라385856,1,0,2990,75.5,9
202409,26380610,마라385856,1,0,2470,4.3,9
202409,26380620,마라385856,1,0,2790,21.1,9
202409,26380630,마라385856,1,0,2120,3.4,9
202409,26410520,마라385856,1,0,4110,4.1,9
202409,26410555,마라385856,1,0,8520,7.9,9
202409,26410580,마라385856,1,0,1640,16.4,9
202409,26410590,마라385856,1,0,3190,19.2,9
202409,26410591,마라385856,1,0,1200,4.1,9
202409,26410600,마라385856,1,0,3300,11.9,9
202409,26410610,마라385856,1,0,3190,59.4,9
202409,26410635,마라385856,1,0,4040,37.0,9
202409,26410665,마라385856,1,0,4430,24.7,9
202409,26410670,마라385856,1,0,4230,72.1,9
202409,26410680,마라385856,1,0,2850,7.6,9
202409,26410690,마라385856,1,0,4730,7.3,9
202409,26410700,마라385856,1,0,7520,3.9,9
202409,26440510,마라385856,1,0,2470,130.7,9
202409,26440520,마라385856,1,0,2670,448.9,9
202409,26440530,마라385856,1,0,4950,60.3,9
202409,26440535,마라385856,1,0,3080,205.6,9
202409,26440545,마라385856,1,0,2220,3.8,9
202409,26440550,마라385856,1,0,2890,93.4,9
202409,26440560,마라385856,1,0,3730,672.4,9
202409,26440580,마라385856,1,0,5190,23.7,9
202409,26470610,마라385856,1,0,2750,70.3,9
202409,26470620,마라385856,1,0,1670,67.9,9
202409,26470630,마라385856,1,0,3390,22.1,9
202409,26470640,마라385856,1,0,1280,41.0,9
202409,26470650,마라385856,1,0,1640,88.0,9
202409,26470660,마라385856,1,0,2590,85.5,9
202409,26470670,마라385856,1,0,1590,3.9,9
202409,26470680,마라385856,1,0,1490,59.7,9
202409,26470690,마라385856,1,0,1630,182.8,9
202409,26470700,마라385856,1,0,4990,4.1,9
