STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202409,2541128.9,0,1,248618.0,9.8
202409,2541128.9,0,2,253105.5,10.0
202409,2541128.9,0,4,565286.8,22.2
202409,2541128.9,1,1,103017.8,4.1
202409,2541128.9,1,2,116276.8,4.6
202409,2541128.9,1,4,221765.6,8.7
202409,2541128.9,2,1,101573.8,4.0
202409,2541128.9,2,2,108918.7,4.3
202409,2541128.9,2,4,223589.8,8.8
202409,2541128.9,3,1,159516.1,6.3
202409,2541128.9,3,2,52322.9,2.1
202409,2541128.9,3,4,189081.4,7.4
202409,2541128.9,4,1,2893.0,0.1
202409,2541128.9,4,2,771.2,0.0
202409,2541128.9,4,4,6917.4,0.3
202409,2541128.9,9,1,50268.4,2.0
202409,2541128.9,9,2,50854.4,2.0
202409,2541128.9,9,4,86351.3,3.4
