STD_YM,fac_name,visit_cnt,total_visit_cnt,life_visit_cnt
202409,감전동 행정복지센터,1,5004.2,1094.7
202409,감전동 행정복지센터,2,2167.5,495.1
202409,감전동 행정복지센터,3,1483.6,415.3
202409,감전동 행정복지센터,4,1397.1,478.6
202409,감전동 행정복지센터,5,1101.3,354.4
202409,감전동 행정복지센터,6,1019.5,344.0
202409,감전동 행정복지센터,7,1095.6,262.9
202409,감전동 행정복지센터,8,1105.7,372.4
202409,감전동 행정복지센터,9,1157.1,275.2
202409,감전동 행정복지센터,10,1188.3,319.3
202409,감전시장,1,17908.0,4068.5
202409,감전시장,2,5280.0,1648.0
202409,감전시장,3,2898.6,762.4
202409,감전시장,4,2386.0,776.2
202409,감전시장,5,2137.6,623.5
202409,감전시장,6,1596.5,585.8
202409,감전시장,7,1761.1,537.8
202409,감전시장,8,1682.9,536.3
202409,감전시장,9,1481.9,656.5
202409,감전시장,10,1691.6,899.6
202409,감전천,2,6.3,0.0
202409,감전천,3,14977.7,1025.6
202409,감전천,4,322.5,81.5
202409,감전천,6,7239.0,450.0
202409,감전천,8,34.1,0.0
202409,감전천,9,5893.5,479.2
202409,괘법동 행정복지세터,1,13565.5,2885.3
202409,괘법동 행정복지세터,2,2649.5,937.2
202409,괘법동 행정복지세터,3,1587.0,594.5
202409,괘법동 행정복지세터,4,995.5,426.7
202409,괘법동 행정복지세터,5,948.7,416.5
202409,괘법동 행정복지세터,6,818.6,377.3
202409,괘법동 행정복지세터,7,935.0,435.4
202409,괘법동 행정복지세터,8,1140.8,537.2
202409,괘법동 행정복지세터,9,1086.0,582.3
202409,괘법동 행정복지세터,10,557.5,221.4
202409,르네시떼,1,99481.9,13053.8
202409,르네시떼,2,35511.9,6287.4
202409,르네시떼,3,16232.9,3139.5
202409,르네시떼,4,7874.1,1634.0
202409,르네시떼,5,5109.4,1229.5
202409,르네시떼,6,3302.6,961.2
202409,르네시떼,7,2370.0,814.5
202409,르네시떼,8,2056.2,691.7
202409,르네시떼,9,1686.8,607.9
202409,르네시떼,10,1683.0,627.3
202409,사상 보건소,1,6780.6,1230.7
202409,사상 보건소,2,6053.2,1425.7
202409,사상 보건소,3,971.8,209.6
202409,사상 보건소,4,2354.9,688.4
202409,사상 보건소,5,648.8,118.8
202409,사상 보건소,6,1866.5,525.9
202409,사상 보건소,7,425.4,99.9
202409,사상 보건소,8,1557.3,473.1
202409,사상 보건소,9,566.4,195.2
202409,사상 보건소,10,1424.8,295.0
202409,사상근린공원,1,7307.4,1283.4
202409,사상근린공원,2,1841.5,444.0
202409,사상근린공원,3,1228.1,319.8
202409,사상근린공원,4,1092.1,360.1
202409,사상근린공원,5,1018.0,373.3
202409,사상근린공원,6,664.8,245.0
202409,사상근린공원,7,812.0,254.2
202409,사상근린공원,8,615.8,147.1
202409,사상근린공원,9,805.3,275.2
202409,사상근린공원,10,650.1,186.4
202409,사상인디스테이션,1,107907.4,19714.6
202409,사상인디스테이션,2,42821.4,12735.0
202409,사상인디스테이션,3,24011.8,7853.2
202409,사상인디스테이션,4,16453.6,5369.5
202409,사상인디스테이션,5,12097.2,4209.0
202409,사상인디스테이션,6,10062.4,3472.6
202409,사상인디스테이션,7,9649.2,3245.1
202409,사상인디스테이션,8,8529.2,3034.3
202409,사상인디스테이션,9,8837.0,3243.6
202409,사상인디스테이션,10,7894.7,2847.2
202409,사상평생학습관,1,5172.0,1398.6
202409,사상평생학습관,2,1827.8,616.3
202409,사상평생학습관,3,1168.1,392.7
202409,사상평생학습관,4,963.2,333.9
202409,사상평생학습관,5,800.5,288.9
202409,사상평생학습관,6,781.9,250.4
202409,사상평생학습관,7,772.1,368.8
202409,사상평생학습관,8,835.7,285.6
202409,사상평생학습관,9,685.8,216.2
202409,사상평생학습관,10,851.2,422.3
202409,삼락생태공원낙동제방인샘꽃길,2,337.0,132.1
202409,삼락생태공원낙동제방인샘꽃길,4,89.8,43.2
202409,삼락생태공원낙동제방인샘꽃길,6,66.7,23.4
202409,삼성테스코홈플러스서부산점,1,99481.9,13053.8
202409,삼성테스코홈플러스서부산점,2,35511.9,6287.4
202409,삼성테스코홈플러스서부산점,3,16232.9,3139.5
202409,삼성테스코홈플러스서부산점,4,7874.1,1634.0
202409,삼성테스코홈플러스서부산점,5,5109.4,1229.5
202409,삼성테스코홈플러스서부산점,6,3302.6,961.2
202409,삼성테스코홈플러스서부산점,7,2370.0,814.5
202409,삼성테스코홈플러스서부산점,8,2056.2,691.7
202409,삼성테스코홈플러스서부산점,9,1686.8,607.9
202409,삼성테스코홈플러스서부산점,10,1683.0,627.3
202409,새벽시장,1,7555.5,1774.8
202409,새벽시장,2,2472.7,826.5
202409,새벽시장,3,1761.6,528.0
202409,새벽시장,4,23695.2,3423.7
202409,새벽시장,5,2303.2,821.2
202409,새벽시장,6,1276.6,569.9
202409,새벽시장,7,1264.5,520.9
202409,새벽시장,8,6714.4,1482.1
202409,새벽시장,9,1351.7,520.9
202409,새벽시장,10,839.9,347.7
202409,애플 아울렛 서부시외버스터미널,1,18424.3,2217.1
202409,애플 아울렛 서부시외버스터미널,2,135836.3,19886.5
202409,애플 아울렛 서부시외버스터미널,3,12472.5,4534.0
202409,애플 아울렛 서부시외버스터미널,4,302752.1,41002.1
202409,애플 아울렛 서부시외버스터미널,5,18278.1,6029.1
202409,애플 아울렛 서부시외버스터미널,6,87991.1,29531.2
202409,애플 아울렛 서부시외버스터미널,7,10286.4,3895.3
202409,애플 아울렛 서부시외버스터미널,8,90017.2,23033.2
202409,애플 아울렛 서부시외버스터미널,9,11075.7,4190.6
202409,애플 아울렛 서부시외버스터미널,10,45675.9,15302.9
202409,이마트 사상점,1,99481.9,13053.8
202409,이마트 사상점,2,35511.9,6287.4
202409,이마트 사상점,3,16232.9,3139.5
202409,이마트 사상점,4,7874.1,1634.0
202409,이마트 사상점,5,5109.4,1229.5
202409,이마트 사상점,6,3302.6,961.2
202409,이마트 사상점,7,2370.0,814.5
202409,이마트 사상점,8,2056.2,691.7
202409,이마트 사상점,9,1686.8,607.9
