STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202409,2614323.9,0,1,504043.3,19.3
202409,2614323.9,0,2,211970.2,8.1
202409,2614323.9,0,4,430763.2,16.5
202409,2614323.9,1,1,227092.0,8.7
202409,2614323.9,1,2,130425.7,5.0
202409,2614323.9,1,4,199605.9,7.6
202409,2614323.9,2,1,152488.2,5.8
202409,2614323.9,2,2,84738.3,3.2
202409,2614323.9,2,4,114026.4,4.4
202409,2614323.9,3,1,178202.0,6.8
202409,2614323.9,3,2,65052.9,2.5
202409,2614323.9,3,4,108619.3,4.2
202409,2614323.9,4,1,3163.9,0.1
202409,2614323.9,4,2,622.1,0.0
202409,2614323.9,4,4,2660.2,0.1
202409,2614323.9,9,1,84714.3,3.2
202409,2614323.9,9,2,48382.8,1.9
202409,2614323.9,9,4,67753.2,2.6
