STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202409,감전동 행정복지센터,30,36795.8,9153.5
202409,감전시장,30,76443.1,22616.6
202409,감전천,30,164268.2,13333.2
202409,괘법동 행정복지세터,30,46534.8,15962.0
202409,르네시떼,30,214914.1,37569.2
202409,사상 보건소,30,39744.9,7668.2
202409,사상근린공원,30,28619.6,6865.1
202409,사상인디스테이션,30,375156.6,107147.3
202409,사상평생학습관,30,29225.6,9475.3
202409,삼락생태공원낙동제방인샘꽃길,30,666.9,312.9
202409,삼성테스코홈플러스서부산점,30,214914.1,37569.2
202409,새벽시장,30,163135.3,30488.1
202409,애플 아울렛 서부시외버스터미널,30,1576995.4,454856.4
202409,이마트 사상점,30,214914.1,37569.2
202409,창날공원,30,21823.0,8340.9
