STD_YM,gID,dup_fac_cnt,fac_name_1,fac_func_1,fac_name_2,fac_func_2,fac_name_3,fac_func_3,fac_name_4,fac_func_4,fac_name_5,fac_func_5,fac_name_6,fac_func_6,fac_name_7,fac_func_7,fac_name_8,fac_func_8,fac_name_9,fac_func_9,fac_name_10,fac_func_10,fac_name_11,fac_func_11,fac_name_12,fac_func_12,fac_name_13,fac_func_13,fac_name_14,fac_func_14,fac_name_15,fac_func_15,fac_name_16,fac_func_16,fac_name_17,fac_func_17,dup_fac_pop
202409,마라375859,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라375860,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라375873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라375874,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라375875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라376858,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라376859,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라376860,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라376861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라376862,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라376863,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라376864,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라376870,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라376871,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라376872,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라376873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라376874,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라376875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라376876,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377857,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377858,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377859,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377860,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377862,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377863,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377864,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377865,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377866,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377867,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377868,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377869,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377870,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377871,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377872,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377874,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377876,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377877,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라377878,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378856,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378857,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378858,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378859,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378860,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378862,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378863,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378864,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378865,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378866,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378867,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378868,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378869,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378870,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378871,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378872,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378874,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378876,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378877,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라378878,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379855,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379856,3,개금3동 주민센터,주거의료여가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
202409,마라379857,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379858,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379859,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379860,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379862,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379863,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379864,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379865,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379866,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379867,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379868,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379869,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379870,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379871,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379872,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379874,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379876,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379877,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379878,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라379879,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라380852,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라380854,4,감전동 행정복지센터,주거의료,이마트 사상점,상업,르네시떼,상업,삼성테스코홈플러스서부산점,상업,한국신발관,여가,,,,,,,,,,,,,,,,,,,,,,,,,40.4
202409,마라380855,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라380856,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라380857,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라380858,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라380859,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라380860,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202409,마라380861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
