STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202409,2879082.5,0,1,559833.7,19.4
202409,2879082.5,0,2,98746.1,3.4
202409,2879082.5,0,4,351627.8,12.2
202409,2879082.5,1,1,323844.6,11.2
202409,2879082.5,1,2,81197.9,2.8
202409,2879082.5,1,4,189954.0,6.6
202409,2879082.5,2,1,158312.9,5.5
202409,2879082.5,2,2,35094.7,1.2
202409,2879082.5,2,4,75912.5,2.6
202409,2879082.5,3,1,343254.6,11.9
202409,2879082.5,3,2,102733.0,3.6
202409,2879082.5,3,4,196721.0,6.8
202409,2879082.5,4,1,5380.8,0.2
202409,2879082.5,4,2,538.1,0.0
202409,2879082.5,4,4,3116.9,0.1
202409,2879082.5,9,1,184742.4,6.4
202409,2879082.5,9,2,53064.9,1.8
202409,2879082.5,9,4,115006.6,4.0
