STD_YM,o_id,d_id,purpose,modal,travl_sec,POP,no
202410,26110510,마라329771,1,0,1560,3.1,5
202410,26110545,마라329771,1,0,1400,2.4,5
202410,26110560,마라329771,1,0,5770,2.4,5
202410,26110570,마라329771,1,0,1990,6.1,5
202410,26110580,마라329771,1,0,1500,3.1,5
202410,26140660,마라329771,1,0,11770,4.9,5
202410,26140680,마라329771,1,0,2000,17.4,5
202410,26170530,마라329771,1,0,2450,36.3,5
202410,26170680,마라329771,1,0,1220,3.5,5
202410,26200530,마라329771,1,0,4860,2.4,5
202410,26200550,마라329771,1,0,4170,3.3,5
202410,26200590,마라329771,1,0,2380,2.4,5
202410,26200650,마라329771,1,0,1900,14.2,5
202410,26200660,마라329771,1,0,4750,6.1,5
202410,26230510,마라329771,1,0,5580,33.7,5
202410,26230520,마라329771,1,0,3070,35.9,5
202410,26230550,마라329771,1,0,2040,2.4,5
202410,26230570,마라329771,1,0,2620,2.8,5
202410,26230600,마라329771,1,0,5450,3.5,5
202410,26230640,마라329771,1,0,3600,15.1,5
202410,26230720,마라329771,1,0,4200,3.0,5
202410,26230750,마라329771,1,0,3430,6.2,5
202410,26260545,마라329771,1,0,11350,5.4,5
202410,26260590,마라329771,1,0,3300,3.5,5
202410,26260600,마라329771,1,0,5310,2.4,5
202410,26260750,마라329771,1,0,5780,3.0,5
202410,26290510,마라329771,1,0,2630,19.0,5
202410,26290530,마라329771,1,0,1700,7.9,5
202410,26290540,마라329771,1,0,1470,9.5,5
202410,26290560,마라329771,1,0,7680,3.5,5
202410,26290570,마라329771,1,0,1920,10.9,5
202410,26290590,마라329771,1,0,2080,3.5,5
202410,26290600,마라329771,1,0,1300,3.5,5
202410,26290620,마라329771,1,0,3120,3.5,5
202410,26290645,마라329771,1,0,7520,43.4,5
202410,26290690,마라329771,1,0,4150,38.0,5
202410,26290710,마라329771,1,0,2750,11.0,5
202410,26320510,마라329771,1,0,2800,2.6,5
202410,26320543,마라329771,1,0,3270,2.4,5
202410,26320571,마라329771,1,0,2770,26.6,5
202410,26320572,마라329771,1,0,2790,2.5,5
202410,26350520,마라329771,1,0,4740,6.1,5
202410,26350525,마라329771,1,0,7680,2.4,5
202410,26350560,마라329771,1,0,4980,4.4,5
202410,26380510,마라329771,1,0,3280,10.1,5
202410,26380520,마라329771,1,0,1030,2.5,5
202410,26380530,마라329771,1,0,670,3.2,5
202410,26380540,마라329771,1,0,610,2.6,5
202410,26380550,마라329771,1,0,20480,7.9,5
202410,26380561,마라329771,1,0,1760,33.9,5
202410,26380562,마라329771,1,0,3250,49.3,5
202410,26380601,마라329771,1,0,1330,52.2,5
202410,26380602,마라329771,1,0,1250,32.6,5
202410,26380610,마라329771,1,0,3560,31.9,5
202410,26380620,마라329771,1,0,870,123.8,5
202410,26380630,마라329771,1,0,2260,7.1,5
202410,26410520,마라329771,1,0,3600,5.5,5
202410,26410555,마라329771,1,0,9060,2.8,5
202410,26410600,마라329771,1,0,2920,10.9,5
202410,26410670,마라329771,1,0,2800,8.7,5
202410,26410680,마라329771,1,0,3340,5.2,5
202410,26410690,마라329771,1,0,6450,2.6,5
202410,26440520,마라329771,1,0,3200,189.5,5
202410,26440530,마라329771,1,0,4760,147.7,5
202410,26440535,마라329771,1,0,2640,102.1,5
202410,26440545,마라329771,1,0,640,34.7,5
202410,26440560,마라329771,1,0,1290,128.0,5
202410,26440580,마라329771,1,0,3040,68.8,5
202410,26470610,마라329771,1,0,4370,5.9,5
202410,26470640,마라329771,1,0,2240,2.8,5
202410,26470650,마라329771,1,0,14890,2.5,5
202410,26470660,마라329771,1,0,7770,2.4,5
202410,26470690,마라329771,1,0,3150,2.6,5
202410,26500670,마라329771,1,0,1810,3.1,5
202410,26500730,마라329771,1,0,5580,2.4,5
202410,26500770,마라329771,1,0,2570,18.0,5
202410,26500800,마라329771,1,0,3180,8.8,5
202410,26530591,마라329771,1,0,1910,5.2,5
202410,26530610,마라329771,1,0,2130,5.0,5
202410,26530660,마라329771,1,0,2890,3.9,5
202410,26530670,마라329771,1,0,1440,4.8,5
202410,26530680,마라329771,1,0,5930,40.2,5
202410,26710250,마라329771,1,0,4220,13.9,5
202410,26710253,마라329771,1,0,12280,5.6,5
202410,26710256,마라329771,1,0,2650,6.2,5
202410,26710259,마라329771,1,0,3590,5.5,5
202410,26710330,마라329771,1,0,3200,2.4,5
202410,31110510,마라329771,1,0,4940,3.5,5
202410,31110520,마라329771,1,0,10470,2.8,5
202410,31110600,마라329771,1,0,6640,2.8,5
202410,31110620,마라329771,1,0,4740,3.5,5
202410,31110650,마라329771,1,0,7590,3.5,5
202410,31140530,마라329771,1,0,7180,2.6,5
202410,31140550,마라329771,1,0,7250,2.7,5
202410,31140640,마라329771,1,0,10240,8.4,5
202410,31200570,마라329771,1,0,7460,3.5,5
202410,31710250,마라329771,1,0,11890,4.9,5
202410,31710310,마라329771,1,0,5290,24.2,5
202410,31710340,마라329771,1,0,5100,2.8,5
202410,41500253,마라329771,1,0,19840,3.5,5
202410,41500340,마라329771,1,0,15560,7.1,5
202410,41630310,마라329771,1,0,25010,1.6,5
202410,44200350,마라329771,1,0,21350,3.5,5
202410,47111253,마라329771,1,0,6530,2.6,5
202410,47111560,마라329771,1,0,18510,3.5,5
202410,47111570,마라329771,1,0,10170,3.5,5
202410,47130259,마라329771,1,0,11780,3.5,5
202410,47130621,마라329771,1,0,5300,2.7,5
202410,47150575,마라329771,1,0,12990,2.6,5
202410,47170360,마라329771,1,0,10100,2.8,5
202410,47190680,마라329771,1,0,9700,4.4,5
202410,47290253,마라329771,1,0,9490,3.5,5
202410,47820250,마라329771,1,0,5950,6.0,5
202410,48121250,마라329771,1,0,2830,2.7,5
202410,48121310,마라329771,1,0,4560,2.5,5
202410,48121520,마라329771,1,0,4480,16.1,5
202410,48127590,마라329771,1,0,5290,3.0,5
202410,48129540,마라329771,1,0,3700,12.5,5
202410,48129610,마라329771,1,0,3560,2.5,5
202410,48129620,마라329771,1,0,8520,5.9,5
202410,48129630,마라329771,1,0,3920,14.6,5
202410,48129640,마라329771,1,0,10040,21.5,5
202410,48129650,마라329771,1,0,5920,56.3,5
