STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202410,2993327.2,0,1,571318.2,19.1
202410,2993327.2,0,2,97945.2,3.3
202410,2993327.2,0,4,355443.4,11.9
202410,2993327.2,1,1,330113.0,11.0
202410,2993327.2,1,2,79279.6,2.6
202410,2993327.2,1,4,202999.3,6.8
202410,2993327.2,2,1,166002.7,5.5
202410,2993327.2,2,2,35988.6,1.2
202410,2993327.2,2,4,86422.1,2.9
202410,2993327.2,3,1,372732.7,12.5
202410,2993327.2,3,2,102292.3,3.4
202410,2993327.2,3,4,222924.5,7.4
202410,2993327.2,4,1,5505.2,0.2
202410,2993327.2,4,2,514.0,0.0
202410,2993327.2,4,4,2999.3,0.1
202410,2993327.2,9,1,187796.0,6.3
202410,2993327.2,9,2,50817.8,1.7
202410,2993327.2,9,4,122233.3,4.1
