STD_YM,fac_name,15min_pop
202410,당감4동 주민센터,1673569.0
202410,부산진구 생활문화센터,2866083.2
202410,새당감시장,2789964.0
202410,부산진구 동네 청년아루,2836259.4
202410,개금3동 주민센터,2779243.0
202410,당감행복마루센터,2836259.4
202410,개금종합사회복지관,2198800.6
202410,한국신발관,2865973.6
202410,부산진구여성가족문화센터,2809358.2
202410,백양가족공원,2420108.4
202410,개성고등학교,2438043.6
202410,당감사회복지관,2789660.2
202410,부산진구 어린이청소년 도서관,2388743.2
202410,당감골목시장,2673470.0
202410,개금테마공원,2883246.8
