STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202410,동매누리 작은도서관,31,47023.7,19224.3
202410,동매누리행복센터,31,87349.7,35413.8
202410,동매산둘레길,31,43942.4,21213.2
202410,무지개작은도서관,31,59858.8,24643.6
202410,보림공원,31,59858.8,24643.6
202410,사하구청 제2청사,31,56934.3,15881.9
202410,수풀작은도서관,31,124616.6,47374.0
202410,신남초등학교,31,46685.2,15840.0
202410,신평골목시장,31,53847.1,22576.3
202410,장림 롯데마트,31,7236.4,2286.2
202410,장림1동행정복지센터,31,59858.8,24643.6
202410,장림2동 행정복지센터,31,29480.7,12185.5
202410,장림공원,31,94380.9,35004.4
202410,장림생태공원,31,77315.9,18279.6
202410,하하센터,31,125428.6,34077.2
202410,효림초등학교,31,8071.6,6738.6
