STD_YM,o_id,d_id,purpose,modal,travl_sec,POP,no
202410,26230640,마라341838,2,0,2300,20.3,17
202410,26530591,마라341838,2,0,1790,55.3,17
202410,26230640,마라341838,2,1,4120,10.2,17
202410,26530580,마라341838,2,1,670,3.4,17
202410,26530591,마라341838,2,1,2730,18.5,17
202410,26230640,마라341838,2,9,3330,37.3,17
202410,26530591,마라341838,2,9,2730,11.1,17
202410,26200650,마라341838,4,0,2280,3.1,17
202410,26230740,마라341838,4,0,1230,3.4,17
202410,26320542,마라341838,4,0,1370,2.8,17
202410,26350570,마라341838,4,0,7090,2.6,17
202410,26530660,마라341838,4,0,830,10.1,17
202410,48250340,마라341838,4,0,5050,3.4,17
202410,마라350852,마라341838,4,0,810,7.7,17
202410,마라351856,마라341838,4,0,810,3.4,17
202410,마라352861,마라341838,4,0,580,3.4,17
202410,26230510,마라341838,4,1,1680,3.4,17
202410,26320530,마라341838,4,1,6780,3.2,17
202410,26350570,마라341838,4,1,26780,2.6,17
202410,26380540,마라341838,4,1,1850,7.7,17
202410,26530660,마라341838,4,1,870,9.5,17
202410,마라347861,마라341838,4,1,1270,3.4,17
202410,마라350852,마라341838,4,1,1640,5.1,17
202410,11140550,마라342836,1,0,22780,8.7,17
202410,11170650,마라342836,1,0,26630,3.2,17
202410,11410585,마라342836,1,0,14940,6.2,17
202410,11500620,마라342836,1,0,7070,3.1,17
202410,11680750,마라342836,1,0,11800,3.5,17
202410,26110510,마라342836,1,0,2360,89.6,17
202410,26110520,마라342836,1,0,2160,17.1,17
202410,26110530,마라342836,1,0,2620,60.5,17
202410,26110545,마라342836,1,0,1390,16.4,17
202410,26110560,마라342836,1,0,3700,81.8,17
202410,26110570,마라342836,1,0,4940,27.2,17
202410,26110580,마라342836,1,0,3040,243.1,17
202410,26110590,마라342836,1,0,4900,16.7,17
202410,26110600,마라342836,1,0,3290,20.9,17
202410,26140510,마라342836,1,0,1670,10.4,17
202410,26140530,마라342836,1,0,1980,89.3,17
202410,26140540,마라342836,1,0,1410,63.8,17
202410,26140560,마라342836,1,0,2080,10.1,17
202410,26140570,마라342836,1,0,2510,62.8,17
202410,26140590,마라342836,1,0,1940,16.6,17
202410,26140615,마라342836,1,0,2470,26.1,17
202410,26140630,마라342836,1,0,3420,3.6,17
202410,26140640,마라342836,1,0,4560,7.4,17
202410,26140660,마라342836,1,0,3660,10.1,17
202410,26140680,마라342836,1,0,2320,176.1,17
202410,26170510,마라342836,1,0,1400,10.9,17
202410,26170520,마라342836,1,0,2620,36.9,17
202410,26170530,마라342836,1,0,4110,55.9,17
202410,26170550,마라342836,1,0,2470,35.8,17
202410,26170560,마라342836,1,0,2280,16.8,17
202410,26170570,마라342836,1,0,2860,12.5,17
202410,26170600,마라342836,1,0,2710,11.9,17
202410,26170645,마라342836,1,0,1650,5.4,17
202410,26170650,마라342836,1,0,3270,55.0,17
202410,26170660,마라342836,1,0,3280,47.2,17
202410,26170680,마라342836,1,0,1770,16.8,17
202410,26200530,마라342836,1,0,3550,78.3,17
202410,26200540,마라342836,1,0,1200,3.3,17
202410,26200585,마라342836,1,0,2730,23.6,17
202410,26200590,마라342836,1,0,1840,31.8,17
202410,26200605,마라342836,1,0,2750,12.6,17
202410,26200640,마라342836,1,0,4000,23.9,17
202410,26200650,마라342836,1,0,2980,90.6,17
202410,26200660,마라342836,1,0,4210,70.1,17
202410,26200670,마라342836,1,0,4080,44.2,17
202410,26230510,마라342836,1,0,2940,107.0,17
202410,26230520,마라342836,1,0,2530,158.1,17
202410,26230540,마라342836,1,0,3620,8.8,17
202410,26230550,마라342836,1,0,2220,61.6,17
202410,26230560,마라342836,1,0,5670,41.8,17
202410,26230570,마라342836,1,0,2710,37.2,17
202410,26230600,마라342836,1,0,2520,49.3,17
202410,26230610,마라342836,1,0,2510,75.6,17
202410,26230640,마라342836,1,0,1790,31.4,17
