STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202410,개금3동 주민센터,31,89333.0,22051.7
202410,개금종합사회복지관,31,25425.6,11207.0
202410,개금테마공원,31,324545.6,117600.2
202410,개성고등학교,31,60242.9,33326.9
202410,당감4동 주민센터,31,9585.1,7508.2
202410,당감골목시장,31,54270.4,20018.5
202410,당감사회복지관,31,118155.8,43186.7
202410,당감행복마루센터,31,77270.1,28322.6
202410,백양가족공원,31,59812.9,20882.2
202410,부산진구 동네 청년아루,31,77055.2,28249.4
202410,부산진구 생활문화센터,31,240305.2,96239.1
202410,부산진구 어린이청소년 도서관,31,40197.4,14345.6
202410,부산진구여성가족문화센터,31,78377.8,22738.0
202410,새당감시장,31,117802.7,42701.8
202410,한국신발관,31,135086.4,28443.6
