STD_YM,ori_id,purpose,weekday,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23
202412,마라378857,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0
202412,마라379856,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
202412,마라380854,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98,27.39,14.94,2.33,2.26,8.63,9.91,16.31,26.84,31.01,0.0,2.39,14.21,34.48,7.17,0.0
202412,마라380862,1,0,15.5,62.04,29.68,49.78,35.58,37.98,44.84,43.26,53.99,41.86,85.49,98.59,182.0,188.08,224.97,412.68,416.2,453.56,592.98,628.82,442.44,515.74,408.4,142.52
202412,마라381853,1,0,3.18,12.87,8.57,8.78,7.17,5.91,9.41,5.91,4.59,0.0,3.5,11.08,36.41,25.58,32.8,29.3,48.8,86.74,126.8,131.67,78.47,91.32,66.64,5.53
202412,마라381854,1,0,59.57,158.91,143.73,101.74,107.23,89.98,139.35,123.11,90.76,164.33,211.82,358.12,655.79,680.99,735.89,1143.81,1589.92,1958.97,2159.43,1691.58,1454.94,1306.16,1203.39,312.4
202412,마라382852,1,0,64.22,244.91,186.44,121.43,90.28,157.98,158.53,103.16,119.09,236.1,247.09,489.82,600.47,533.58,649.28,1190.91,1716.37,2363.97,2432.17,1926.13,2197.55,1753.07,1307.22,425.38
202412,마라382857,1,0,78.67,275.04,192.11,117.77,151.76,123.96,178.38,148.97,144.3,149.9,256.81,463.55,649.75,642.49,693.21,949.72,1364.8,1566.75,2124.12,1967.6,1866.98,1863.15,1280.82,405.27
202412,마라382858,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.32,30.12,3.8,0.0,3.9,0.0
202412,마라382862,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93,3.93,0.0
202412,마라383853,1,0,37.17,183.47,162.45,106.22,151.81,110.74,142.25,161.91,106.11,227.74,266.75,374.32,580.86,524.37,593.21,691.94,1095.25,1402.44,1808.66,1203.71,1356.81,1265.96,1118.21,317.84
202412,마라383854,1,0,20.33,142.44,69.7,113.37,96.48,93.56,57.25,62.68,64.32,132.91,168.7,289.09,300.02,328.82,298.46,493.69,706.65,854.58,832.11,709.08,600.85,734.62,611.16,235.71
202412,마라383857,1,0,31.66,162.65,176.5,46.92,46.13,40.92,67.83,77.08,64.36,79.35,112.69,237.47,298.41,297.3,297.85,359.42,624.41,817.89,1039.32,886.22,750.27,743.41,585.8,161.49
202412,마라384855,1,0,0.0,0.0,3.51,0.0,0.0,4.31,0.0,0.0,0.0,3.93,3.93,4.05,8.36,16.2,3.93,20.27,11.49,16.1,3.93,3.93,3.93,11.49,3.9,0.0
202412,마라385853,1,0,12.13,11.74,16.08,0.0,4.49,0.0,0.0,0.0,0.0,20.11,8.24,23.78,47.75,20.09,59.24,46.87,55.41,90.0,133.85,31.02,38.62,43.84,59.53,42.22
202412,마라385856,1,0,124.95,390.08,491.99,371.37,350.59,396.99,354.41,308.5,272.7,378.55,785.52,988.34,1530.36,1492.32,1680.35,2423.79,3153.11,3772.09,4450.67,3591.14,3355.62,3198.58,2501.92,690.9
202412,마라385857,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,8.2,4.1,0.0,14.63,18.14,21.06,3.51,0.0,0.0,3.51,7.61,0.0
202412,마라385860,1,0,3.51,9.19,7.64,7.02,3.59,6.31,0.0,2.8,0.0,3.59,3.59,0.0,7.18,3.51,10.77,14.13,11.85,15.28,11.85,7.02,45.85,39.89,46.27,7.11
202412,마라386859,1,0,0.0,0.0,0.0,0.0,3.93,3.63,11.86,4.0,4.0,0.0,12.08,16.28,16.04,11.55,19.29,26.41,26.49,95.89,71.21,59.34,26.98,23.5,40.7,19.96
202412,마라386869,1,0,0.0,3.97,8.45,0.0,0.0,4.43,7.89,7.32,0.0,7.94,0.0,7.89,3.92,11.86,11.81,31.36,46.84,63.69,135.35,103.72,55.95,78.29,25.24,10.63
202412,마라387853,1,0,0.0,3.02,0.0,0.0,3.51,0.0,8.01,0.0,2.1,0.0,0.0,0.0,3.5,3.02,5.6,0.0,3.51,2.1,0.0,0.0,0.0,0.0,0.0,0.0
202412,마라387856,1,0,0.0,4.41,10.89,7.85,11.79,6.39,0.0,3.92,0.0,0.0,0.0,0.0,0.0,7.85,23.62,3.93,12.61,20.53,53.27,43.07,24.83,29.6,39.2,14.15
202412,마라387859,1,0,148.11,299.71,256.82,250.49,248.92,190.72,211.22,216.89,318.91,373.22,525.01,891.24,1392.14,1489.13,1669.94,2445.79,3358.82,3744.11,4192.82,3406.24,2996.08,2622.3,1821.62,569.31
202412,마라387860,1,0,32.25,111.79,113.01,102.55,93.36,102.63,52.36,44.17,79.94,91.21,148.88,240.29,236.46,398.02,496.77,713.98,813.01,1169.64,1195.68,1253.11,922.44,851.0,661.12,157.27
202412,마라387862,1,0,57.48,262.17,271.3,230.6,175.43,192.15,163.8,257.11,201.57,203.48,376.1,658.55,720.93,735.31,860.07,1134.48,1613.2,1709.7,1869.09,1805.8,1119.48,1344.72,1009.2,219.03
202412,마라388856,1,0,125.19,534.19,500.94,620.94,344.82,318.72,393.75,281.58,389.71,512.54,585.54,1056.73,1453.28,1615.91,1806.21,2719.1,3491.95,4884.18,6065.35,4462.61,4328.6,4307.6,3081.68,737.65
202412,마라388868,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,23.39,23.82,19.85,0.0,0.0,7.51,0.0,3.54,0.0
202412,마라389855,1,0,0.0,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.06,21.18,28.58,17.63,17.67,3.55,10.57,3.51
202412,마라389859,1,0,0.0,0.0,4.1,0.0,0.0,4.1,0.0,0.0,0.0,0.0,7.02,14.04,28.08,7.1,7.61,7.82,3.51,3.51,3.59,39.41,3.59,0.0,4.1,0.0
202412,마라389860,1,0,0.0,30.9,27.89,7.7,14.12,7.92,18.4,12.13,32.16,6.23,12.41,19.33,33.88,39.55,29.57,124.75,135.05,211.91,247.0,194.95,132.56,151.22,110.54,23.45
202412,마라389863,1,0,37.17,163.08,101.47,130.07,115.78,90.95,113.91,91.35,60.23,65.37,108.86,221.22,357.61,319.48,430.66,644.65,866.47,1238.02,1444.8,1090.75,1088.39,1034.88,664.0,219.05
202412,마라389864,1,0,8.8,36.87,54.84,39.17,7.63,4.41,24.0,19.88,2.8,21.69,20.55,41.08,53.0,82.31,86.56,96.29,90.8,184.6,195.27,270.19,64.13,136.78,83.9,27.59
202412,마라389867,1,0,68.93,261.32,237.54,164.8,146.53,141.1,241.87,302.14,242.1,261.14,606.53,1002.7,1385.44,1487.99,1988.62,2484.84,3119.45,3929.94,4284.22,4193.68,3640.99,3569.36,2251.37,638.11
202412,마라389870,1,0,0.0,4.05,4.05,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0,16.64,3.82,4.05,23.83,11.92,35.24,28.57,7.87
202412,마라389872,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,4.9,2.45,7.35,12.47,31.16,2.67,0.0,2.67,0.0,0.0
