STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202412,동매누리 작은도서관,31,43158.2,18024.0
202412,동매누리행복센터,31,83556.3,34867.2
202412,동매산둘레길,31,53469.9,24995.8
202412,무지개작은도서관,31,67656.4,29270.9
202412,보림공원,31,67656.5,29270.9
202412,사하구청 제2청사,31,60427.3,17282.9
202412,수풀작은도서관,31,111799.3,42018.0
202412,신남초등학교,31,46197.0,16085.4
202412,신평골목시장,31,49944.7,21529.1
202412,장림 롯데마트,31,10248.6,3101.9
202412,장림1동행정복지센터,31,67656.5,29270.9
202412,장림2동 행정복지센터,31,30669.3,12495.5
202412,장림공원,31,75508.8,29518.1
202412,장림생태공원,31,81804.8,19798.3
202412,하하센터,31,110917.9,30346.1
202412,효림초등학교,31,12207.9,8207.4
