STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202412,감전동 행정복지센터,31,36290.3,9397.1
202412,감전시장,31,79576.3,23576.8
202412,감전천,31,163584.2,12680.2
202412,괘법동 행정복지세터,31,52392.1,17558.0
202412,르네시떼,31,188860.5,33769.6
202412,사상 보건소,31,59176.4,9687.7
202412,사상근린공원,31,29290.2,6742.5
202412,사상인디스테이션,31,388801.8,109335.2
202412,사상평생학습관,31,29984.0,9854.9
202412,삼락생태공원낙동제방인샘꽃길,31,2311.0,437.9
202412,삼성테스코홈플러스서부산점,31,188860.5,33769.6
202412,새벽시장,31,166960.4,32991.8
202412,애플 아울렛 서부시외버스터미널,31,1640718.9,462498.2
202412,이마트 사상점,31,188860.5,33769.7
202412,창날공원,31,33280.2,12313.9
