STD_YM,fac_name,visit_cnt,total_visit_cnt,life_visit_cnt
202412,감전동 행정복지센터,1,4514.5,1141.3
202412,감전동 행정복지센터,2,1861.1,549.6
202412,감전동 행정복지센터,3,1324.3,405.7
202412,감전동 행정복지센터,4,1159.0,246.4
202412,감전동 행정복지센터,5,1221.9,337.8
202412,감전동 행정복지센터,6,923.2,372.7
202412,감전동 행정복지센터,7,983.3,432.1
202412,감전동 행정복지센터,8,1021.2,349.1
202412,감전동 행정복지센터,9,959.5,329.0
202412,감전동 행정복지센터,10,1215.5,383.3
202412,감전시장,1,17183.7,4039.9
202412,감전시장,2,5179.1,1543.9
202412,감전시장,3,3195.7,1103.3
202412,감전시장,4,2325.0,775.3
202412,감전시장,5,2306.6,808.0
202412,감전시장,6,1890.0,549.3
202412,감전시장,7,1528.3,487.7
202412,감전시장,8,1628.0,598.8
202412,감전시장,9,1630.9,623.7
202412,감전시장,10,1536.9,563.2
202412,감전천,2,28.9,3.4
202412,감전천,3,11440.6,658.4
202412,감전천,4,1048.1,187.7
202412,감전천,6,5624.7,377.0
202412,감전천,7,43.2,8.9
202412,감전천,8,295.6,64.5
202412,감전천,9,4241.6,210.6
202412,감전천,10,50.7,15.8
202412,괘법동 행정복지세터,1,17132.2,3600.3
202412,괘법동 행정복지세터,2,3314.7,1039.8
202412,괘법동 행정복지세터,3,1472.1,578.2
202412,괘법동 행정복지세터,4,1268.2,505.3
202412,괘법동 행정복지세터,5,1045.7,461.6
202412,괘법동 행정복지세터,6,905.2,458.4
202412,괘법동 행정복지세터,7,1125.4,375.8
202412,괘법동 행정복지세터,8,643.5,294.5
202412,괘법동 행정복지세터,9,897.6,383.9
202412,괘법동 행정복지세터,10,534.6,354.3
202412,르네시떼,1,83674.6,11069.9
202412,르네시떼,2,28642.7,5379.2
202412,르네시떼,3,13991.0,2778.4
202412,르네시떼,4,7241.5,1589.3
202412,르네시떼,5,4130.7,1047.2
202412,르네시떼,6,3162.1,897.6
202412,르네시떼,7,1751.6,625.7
202412,르네시떼,8,1496.5,382.7
202412,르네시떼,9,1903.0,494.9
202412,르네시떼,10,1493.0,507.2
202412,사상 보건소,1,11165.8,1506.1
202412,사상 보건소,2,7023.5,1509.6
202412,사상 보건소,3,1290.3,286.5
202412,사상 보건소,4,2763.0,691.8
202412,사상 보건소,5,894.5,135.6
202412,사상 보건소,6,1485.2,306.4
202412,사상 보건소,7,507.2,87.7
202412,사상 보건소,8,1698.8,424.3
202412,사상 보건소,9,436.9,137.1
202412,사상 보건소,10,1701.8,225.9
202412,사상근린공원,1,6099.1,1054.8
202412,사상근린공원,2,1705.6,494.1
202412,사상근린공원,3,1078.9,273.9
202412,사상근린공원,4,1087.2,355.8
202412,사상근린공원,5,845.3,261.1
202412,사상근린공원,6,811.3,209.9
202412,사상근린공원,7,616.0,195.6
202412,사상근린공원,8,623.6,104.2
202412,사상근린공원,9,804.7,221.7
202412,사상근린공원,10,706.2,192.0
202412,사상인디스테이션,1,116453.1,20591.5
202412,사상인디스테이션,2,45316.3,13436.1
202412,사상인디스테이션,3,23209.2,7511.7
202412,사상인디스테이션,4,15754.9,5173.4
202412,사상인디스테이션,5,13389.3,4685.7
202412,사상인디스테이션,6,9769.1,3491.9
202412,사상인디스테이션,7,9753.0,3410.7
202412,사상인디스테이션,8,8528.0,2747.1
202412,사상인디스테이션,9,8129.9,2855.7
202412,사상인디스테이션,10,6092.5,2095.3
202412,사상평생학습관,1,4569.5,1249.0
202412,사상평생학습관,2,1851.0,573.3
202412,사상평생학습관,3,1260.1,391.9
202412,사상평생학습관,4,894.3,272.2
202412,사상평생학습관,5,872.6,349.8
202412,사상평생학습관,6,909.2,324.7
202412,사상평생학습관,7,910.5,302.2
202412,사상평생학습관,8,777.4,465.5
202412,사상평생학습관,9,724.0,384.1
202412,사상평생학습관,10,962.4,259.8
202412,삼락생태공원낙동제방인샘꽃길,2,827.3,255.6
202412,삼락생태공원낙동제방인샘꽃길,4,179.3,59.8
202412,삼락생태공원낙동제방인샘꽃길,6,110.9,24.0
202412,삼락생태공원낙동제방인샘꽃길,8,51.7,7.3
202412,삼락생태공원낙동제방인샘꽃길,10,81.5,6.5
202412,삼성테스코홈플러스서부산점,1,83674.6,11069.9
202412,삼성테스코홈플러스서부산점,2,28642.7,5379.2
202412,삼성테스코홈플러스서부산점,3,13991.0,2778.4
202412,삼성테스코홈플러스서부산점,4,7241.5,1589.3
202412,삼성테스코홈플러스서부산점,5,4130.7,1047.2
202412,삼성테스코홈플러스서부산점,6,3162.1,897.6
202412,삼성테스코홈플러스서부산점,7,1751.6,625.7
202412,삼성테스코홈플러스서부산점,8,1496.5,382.7
202412,삼성테스코홈플러스서부산점,9,1903.0,494.9
202412,삼성테스코홈플러스서부산점,10,1493.0,507.2
202412,새벽시장,1,6750.2,1739.7
202412,새벽시장,2,2371.3,757.8
202412,새벽시장,3,1611.7,565.5
202412,새벽시장,4,18193.9,3060.4
202412,새벽시장,5,1913.1,739.7
202412,새벽시장,6,1062.1,529.4
202412,새벽시장,7,978.1,465.0
202412,새벽시장,8,6117.1,1582.5
202412,새벽시장,9,1127.7,466.9
202412,새벽시장,10,1330.0,526.4
202412,애플 아울렛 서부시외버스터미널,1,21738.1,2568.5
202412,애플 아울렛 서부시외버스터미널,2,144749.7,21490.4
202412,애플 아울렛 서부시외버스터미널,3,15329.7,5857.8
202412,애플 아울렛 서부시외버스터미널,4,309706.0,39957.4
202412,애플 아울렛 서부시외버스터미널,5,20855.5,6712.2
202412,애플 아울렛 서부시외버스터미널,6,91574.8,30265.5
202412,애플 아울렛 서부시외버스터미널,7,13097.6,4953.8
202412,애플 아울렛 서부시외버스터미널,8,94453.1,24232.3
202412,애플 아울렛 서부시외버스터미널,9,12136.3,4558.1
202412,애플 아울렛 서부시외버스터미널,10,45316.7,15636.7
202412,이마트 사상점,1,83674.6,11069.9
202412,이마트 사상점,2,28642.7,5379.2
202412,이마트 사상점,3,13991.0,2778.4
202412,이마트 사상점,4,7241.5,1589.3
202412,이마트 사상점,5,4130.7,1047.2
202412,이마트 사상점,6,3162.1,897.6
202412,이마트 사상점,7,1751.6,625.7
202412,이마트 사상점,8,1496.5,382.7
202412,이마트 사상점,9,1903.0,494.9
202412,이마트 사상점,10,1493.0,507.2
202412,창날공원,1,8253.8,2319.9
202412,창날공원,2,2184.0,766.4
202412,창날공원,3,1176.1,422.3
202412,창날공원,4,1108.4,433.7
202412,창날공원,5,1015.1,449.1
202412,창날공원,6,783.4,351.1
202412,창날공원,7,737.0,347.0
202412,창날공원,8,666.4,301.6
202412,창날공원,9,649.5,228.4
202412,창날공원,10,865.8,399.6
