STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202412,2550468.6,0,1,240998.2,9.4
202412,2550468.6,0,2,272551.6,10.7
202412,2550468.6,0,4,544284.3,21.3
202412,2550468.6,1,1,105261.1,4.1
202412,2550468.6,1,2,123347.5,4.8
202412,2550468.6,1,4,217520.0,8.5
202412,2550468.6,2,1,98352.5,3.9
202412,2550468.6,2,2,108152.2,4.2
202412,2550468.6,2,4,212200.2,8.3
202412,2550468.6,3,1,165305.6,6.5
202412,2550468.6,3,2,59485.7,2.3
202412,2550468.6,3,4,194807.4,7.6
202412,2550468.6,4,1,2851.3,0.1
202412,2550468.6,4,2,956.4,0.0
202412,2550468.6,4,4,7598.7,0.3
202412,2550468.6,9,1,51820.1,2.0
202412,2550468.6,9,2,56176.7,2.2
202412,2550468.6,9,4,88799.1,3.5
